residence_id,LOCATION,TYPE,province,city,full_addres
2348,"(14.359891044520445, 98.18740058350595)",CITY,Mazandaran,Amol,"(125, 154, 'mpQjtINyftRxxL', 'NtkSqBq')"
2349,"(62.56308566630179, 48.88530804136432)",CITY,Hamadan,Hamadan,"(146, 148, 'vmgW', 'TibjnGOz')"
2350,"(73.79902311966396, 72.43436208519624)",CITY,Lorestan,Khoramabad,"(78, 156, 'XICmEoVcFniK', 'KtuQzLwxQ')"
2351,"(77.5797381922573, 98.90366094353448)",CITY,Hamadan,Hamadan,"(37, 158, 'yqDuJf', 'NIVDtl')"
2352,"(38.370727187227, 98.84730881960515)",SUBURB,Esfahan,Kashan,"(45, 123, 'AcFdK', 'dp')"
2353,"(42.95647426618417, 0.9386916925897437)",SUBURB,Mazandaran,Babol,"(95, 102, 'BVXIG', 'ljCDvehGs')"
2354,"(54.98516435047618, 4.578523929794532)",SUBURB,Mazandaran,Qaem Shahr,"(134, 175, 'dYlLteoG', 'dZy')"
2355,"(11.67953150160772, 10.66438510844)",SUBURB,Gilan,Rasht,"(16, 175, 'NGzFNOYoACQXWnL', 'bUhdNJ')"
2356,"(90.23662765257063, 53.54866781690239)",SUBURB,Hamadan,Hamadan,"(171, 72, 'IeQQk', 'ATqwyYXRQI')"
2357,"(7.449455829744355, 60.41944984121421)",SUBURB,Khuzestan,Ahvaz,"(160, 158, 'veLSjUVbCIaUvpE', 'yerNE')"
2358,"(72.58726512159713, 82.82510643008087)",SUBURB,Khuzestan,Dezful,"(18, 133, 'lyn', 'vRmMUEDluxv')"
2359,"(71.84603277333717, 5.2909827314888025)",SUBURB,Hamadan,Bahar,"(79, 69, 'vtnObrxtCbbKrst', 'KePwDUfdlwwF')"
2360,"(5.698807838523723, 49.67831127448973)",SUBURB,Tehran,Shahre Qods,"(138, 0, 'cNzIZrl', 'wQWdYtTHi')"
2361,"(76.68210563702775, 98.06634674000033)",CITY,Tehran,Shahriar,"(163, 99, 'RZTz', 'SAVlPXbZ')"
2362,"(18.376928988056797, 9.412103696851936)",CITY,Tehran,Pakdasht,"(138, 112, 'gFMFVhp', 'jkQHJnTLF')"
2363,"(11.21013882198898, 68.56392627054281)",SUBURB,Tehran,Shahre Qods,"(198, 130, 'qUcMpXGmUpx', 'pJkIxAqbGxM')"
2364,"(96.53376720387786, 8.407048581945864)",SUBURB,Tehran,Malard,"(31, 85, 'zmBpbgU', 'cfWGRUqYuAJGYn')"
2365,"(40.529106347250774, 72.52036259157276)",CITY,Alborz,Karaj,"(61, 60, 'ErSmlZxxIzD', 'iZQzU')"
2366,"(37.074086888109946, 16.18007614469722)",SUBURB,Mazandaran,Amol,"(187, 181, 'ggedPGm', 'UZvvlOv')"
2367,"(30.85855306569716, 54.22948618520571)",CITY,Hamadan,Bahar,"(64, 25, 'Gobc', 'VbBSPvQZtEQ')"
2368,"(58.63815890853958, 23.32594341449766)",SUBURB,Hamadan,Bahar,"(147, 110, 'oSmmiYlvO', 'KiteEupVD')"
2369,"(75.62902745591997, 72.8354598925819)",CITY,Khorasan-e Razavi,Mashhad,"(134, 118, 'jiQI', 'RfOnPQqfesuS')"
2370,"(30.07722925762055, 46.09923572711296)",SUBURB,Zanjan,Zanjan,"(71, 181, 'CAYldJAH', 'nWprrvmynwIfY')"
2371,"(78.7167094733896, 54.633699829268856)",CITY,Khorasan-e Razavi,Mashhad,"(171, 16, 'jNIF', 'TThnK')"
2372,"(33.94681552278131, 26.488602063503475)",SUBURB,Mazandaran,Sarta,"(63, 104, 'xE', 'o')"
2373,"(86.03210502182361, 13.062359124531152)",CITY,Lorestan,Borujerd,"(137, 23, 'RdMkFtChPurJ', 'vdBaghx')"
2374,"(35.41785711424724, 23.528031255284997)",SUBURB,Hamadan,Bahar,"(21, 143, 'ycMBaxGKxLfAWu', 'WjDFieSpLMNgvy')"
2375,"(69.80143673419134, 32.7086211983629)",CITY,Lorestan,Borujerd,"(3, 13, 'eheIF', 'gEdMk')"
2376,"(36.102446610230146, 48.51598572364034)",CITY,Kordestan,Sanandaj,"(144, 62, 'dDzHZdUSyARhgN', 'KIdSBfACq')"
2377,"(60.764235874065385, 46.15249593323888)",SUBURB,Mazandaran,Babol,"(175, 120, 'ygggWtPqM', 'UGGuRmnWU')"
2378,"(60.17243875708428, 11.122915366388975)",CITY,Sistan va Baluchestan,Zahedan,"(198, 52, 'ftdkGOOFaYUPOfY', 'vEQISrrm')"
2379,"(82.07181437397277, 39.99756585585408)",CITY,Tehran,Malard,"(197, 153, 'XA', 'VLLwuYIkqT')"
2380,"(9.331538589384802, 14.690307574530015)",CITY,Khuzestan,Dezful,"(193, 35, 'TkKLVeeVTRYkeiq', 'zjIznVEyrRAtorH')"
2381,"(70.98848743854334, 92.13522430126078)",CITY,Kermanshah,Kermanshah,"(41, 107, 'gTtVQDkkcGMsQrM', 'VCHhjGVBHXb')"
2382,"(28.15077967063303, 1.1319770929833939)",CITY,Khorasan-e Razavi,Sabzevar,"(169, 164, 'hGJih', 'cFYBKPB')"
2383,"(83.10933911282159, 45.02411340418896)",SUBURB,Khuzestan,Dezful,"(152, 112, 'lhYI', 'goqAmYEOK')"
2384,"(54.53469846944425, 55.08435094834183)",CITY,Esfahan,Najafabad,"(140, 51, 'lhfPWJnu', 'FysWuiuucDGaPWX')"
2385,"(10.23266379836869, 10.796828072777876)",CITY,Zanjan,Zanjan,"(76, 191, 'eUpk', 'lALfXHXdr')"
2386,"(51.107811426564886, 42.99006378973653)",CITY,Yazd,Yazd,"(10, 147, 'pm', 'BqkdH')"
2387,"(96.82751313769467, 79.13718990874375)",CITY,Zanjan,Zanjan,"(112, 41, 'LGEXhU', 'usmVWb')"
2388,"(8.23883859008615, 21.109792145246985)",CITY,Kerman,Kerman,"(150, 45, 'UY', 'Ue')"
2389,"(73.1485419190774, 1.7299110811780039)",CITY,Tehran,Tehran,"(141, 28, 'Yxj', 'hJXVaoVQFhrSP')"
2390,"(29.366235237077078, 69.08058065310966)",SUBURB,Kordestan,Sanandaj,"(3, 10, 'uhLtLsF', 'ZwKqdJBlEkDq')"
2391,"(27.109567717762893, 66.55401263764736)",CITY,Zanjan,Zanjan,"(97, 145, 'aJZFSAPCWLoW', 'REYXkOwkQlnWP')"
2392,"(40.62618256092052, 87.38896798349833)",CITY,azarbayjan-e Sharqi,Tabriz,"(128, 171, 'KmVL', 'ZJZkuBLOpdy')"
2393,"(8.190991495223521, 38.3200249864478)",CITY,Esfahan,Najafabad,"(24, 21, 'gFmAHPiW', 's')"
2394,"(18.397086275637687, 96.19979573381924)",CITY,Gilan,Rasht,"(181, 110, 'zhVxoBV', 'WoEoYmKzzpucoB')"
2395,"(88.21622083237533, 97.64534770605223)",CITY,Kerman,Kerman,"(173, 160, 'BD', 'D')"
2396,"(48.014556221250736, 18.439361175444013)",SUBURB,Lorestan,Borujerd,"(55, 60, 'JeNQ', 'SyMHTEzkPlm')"
2397,"(37.33802906180637, 59.402942491468146)",CITY,Qazvin,Qazvin,"(103, 86, 'AZnrL', 'CndFTUfIKrIqK')"
2398,"(76.53154712490152, 73.40776116401847)",SUBURB,Lorestan,Borujerd,"(26, 4, 'JtTzMtc', 'iIorWkkERtYQj')"
2399,"(0.9140700400445789, 90.09653430399267)",SUBURB,Tehran,Malard,"(86, 126, 'ufjaoMBjGZSlPZ', 'wtgA')"
2400,"(79.31173857597247, 72.3443937215223)",CITY,Hamadan,Bahar,"(24, 100, 'DkroC', 'asyoFVBl')"
2401,"(11.092318182494921, 70.27825135734552)",SUBURB,Mazandaran,Amol,"(6, 130, 'kBNrlhTAE', 'EqcyirCrNy')"
2402,"(87.40596627160012, 58.684363615954595)",SUBURB,Tehran,Shahre Qods,"(36, 161, 'PSMiQr', 'aWppKa')"
2403,"(36.27392973269171, 76.63387393481096)",CITY,Ardabil,Ardabil,"(172, 135, 'Bcikw', 'XMzAwoMiPI')"
2404,"(0.2289004353816182, 14.803667441102641)",SUBURB,Mazandaran,Qaem Shahr,"(196, 11, 'gkefJxfZsiAZ', 'hIkNFoTGKiaP')"
2405,"(38.3310010155722, 11.039735651231252)",CITY,Mazandaran,Amol,"(120, 143, 'DmTzPkCzIkC', 'OnN')"
2406,"(18.149677298444022, 1.531008862090344)",CITY,Tehran,Shahre Qods,"(81, 193, 'DCsVPKNslJGY', 'gZDZypfMpHpufE')"
2407,"(96.57427838465011, 46.68673775072721)",CITY,Esfahan,Najafabad,"(46, 99, 'lKQpwX', 'bPZQASkByIS')"
2408,"(56.917484137536874, 7.428781727926259)",SUBURB,Khuzestan,Dezful,"(175, 67, 'hpLRjnSASxOH', 'Ywskr')"
2409,"(41.04868070304535, 92.29800918210704)",SUBURB,Khuzestan,Madan,"(197, 136, 'kJHvxT', 'juStNo')"
2410,"(60.732443360908775, 38.156080374495694)",CITY,Mazandaran,Babol,"(177, 33, 'A', 'zZazffBPOysbD')"
2411,"(82.00291626472877, 8.751428519275473)",CITY,Golestan,Gorgan,"(169, 67, 'kBkLbJZvYQAeOsR', 'BYYSKhvz')"
2412,"(59.30846837645931, 54.47665329425174)",CITY,Kermanshah,Kermanshah,"(60, 98, 'cyeXpltBqeSmGcH', 'TkPmigrAhFOqd')"
2413,"(10.542454606065066, 8.582090164373335)",SUBURB,Fars,Shiraz,"(4, 191, 'JSZXAk', 'NaOMmWCjVgxaT')"
2414,"(61.22298018454884, 97.51039497202805)",CITY,Golestan,Gorgan,"(174, 22, 'WP', 'OqjBGczJ')"
2415,"(54.377832688483885, 84.94178304664234)",SUBURB,Mazandaran,Sarta,"(135, 159, 'XDTFyEIbFVNMk', 'IMt')"
2416,"(50.601912584690304, 71.0534148010739)",CITY,Ardabil,Ardabil,"(192, 79, 'w', 'RJlDZyms')"
2417,"(55.08430315345515, 1.1241463492787873)",SUBURB,Esfahan,Kashan,"(119, 84, 'RnzYkghfvY', 'DEjCxzxV')"
2418,"(12.002453306698024, 69.43944034055896)",SUBURB,Lorestan,Borujerd,"(68, 44, 'oFY', 'fa')"
2419,"(12.28868565253679, 14.154412771172087)",CITY,Tehran,Eslamshahr,"(32, 75, 'fKVRlixftAx', 'fPm')"
2420,"(34.458200450082686, 77.57483494281394)",CITY,Esfahan,Khomeyni Shahr,"(174, 22, 'gqamjuTStqkH', 'KwI')"
2421,"(76.51290556224313, 48.75182029717246)",SUBURB,Kermanshah,Kermanshah,"(129, 9, 'hWPn', 'yQfnf')"
2422,"(51.696797194246734, 28.7252935813776)",CITY,Kerman,Kerman,"(91, 183, 'aepdSVsYCPN', 'MyFnHtUOxq')"
2423,"(6.632120164625476, 4.599051012950406)",SUBURB,Hamadan,Hamadan,"(34, 129, 'tijOC', 'Smh')"
2424,"(72.50310680787223, 1.7143689664225192)",CITY,Alborz,Karaj,"(2, 85, 'DvCRQHO', 'ULOsUMhiSB')"
2425,"(33.314395180363974, 34.123558670597866)",SUBURB,Tehran,Pakdasht,"(170, 20, 'XukJq', 'dvrTFfyNNBMLeU')"
2426,"(71.37478928858683, 38.162187512263976)",CITY,Khuzestan,Dezful,"(5, 166, 'ayzT', 'XCCPO')"
2427,"(87.90943973100771, 20.77292980042309)",CITY,Kermanshah,Kermanshah,"(18, 79, 'OqSoHkI', 'WmlWQ')"
2428,"(14.850065619788388, 69.09822883986438)",SUBURB,Fars,Shiraz,"(107, 104, 'pIw', 'a')"
2429,"(76.44530208354368, 73.20018880272417)",CITY,Tehran,Pakdasht,"(118, 119, 'wjzJJqSZdKbCSXk', 'DqpXBOflZsv')"
2430,"(31.135352709481147, 16.514116758040885)",SUBURB,Khuzestan,Madan,"(130, 198, 'UTkpEowGpCJBk', 'PQlyHL')"
2431,"(33.48316323471051, 14.016637959251742)",CITY,Tehran,Eslamshahr,"(69, 31, 'EUUHAe', 'R')"
2432,"(93.48717955309286, 7.380311261434502)",CITY,Qazvin,Qazvin,"(29, 7, 'kXfZMZdEeIDL', 'YFvUnPqXDFv')"
2433,"(48.18807196742881, 46.25012331742609)",SUBURB,Khuzestan,Ahvaz,"(115, 50, 'smvSJSHgL', 'IGyoJpwpU')"
2434,"(15.693320202313977, 26.879132977980692)",SUBURB,Tehran,Shahriar,"(143, 48, 'FFvtwuti', 'IMOMkbkfOA')"
2435,"(24.343809167718568, 6.390584166996738)",SUBURB,Hamadan,Bahar,"(71, 130, 'zgGzwsLLqkq', 'YSbGUKrhWKNVo')"
2436,"(79.31804754058321, 46.23037518111271)",CITY,Alborz,Karaj,"(100, 153, 'zRRFGRSURi', 'BEhYcAGAklG')"
2437,"(51.66483977288533, 87.97651010868279)",CITY,Ardabil,Ardabil,"(137, 126, 'BuJtWa', 'UxAEdmsayz')"
2438,"(64.16855400441244, 95.52225091122773)",SUBURB,Mazandaran,Babol,"(14, 104, 'xdZQ', 'lXrSQjtJnnSRdWF')"
2439,"(48.47015261308019, 53.85520475200364)",CITY,Esfahan,Kashan,"(50, 121, 'IPiwaSKx', 'LweTfWuxhm')"
2440,"(99.83380204584942, 67.04869754304083)",CITY,Ardabil,Ardabil,"(130, 18, 'UySY', 'NcoEOSQDJwypxlh')"
2441,"(41.68482771503419, 12.88636707864721)",CITY,Yazd,Yazd,"(5, 164, 'ygBBTYzGTXAC', 'm')"
2442,"(4.154948666296098, 42.965569921127845)",SUBURB,Qazvin,Qazvin,"(180, 8, 'xhBcjtl', 'URjLFJrDKQ')"
2443,"(37.253856633977556, 49.74324329058377)",SUBURB,Esfahan,Esfahan,"(61, 27, 'p', 'y')"
2444,"(26.994158706679194, 47.52126395988247)",SUBURB,Khuzestan,Ahvaz,"(158, 85, 'XcUTssbqHP', 'LrjA')"
2445,"(72.55542392707889, 38.79981685082924)",SUBURB,Khorasan-e Razavi,Mashhad,"(127, 154, 'RulnmgBXc', 'xpkaeDdVR')"
2446,"(1.485300580356741, 14.452328540817627)",CITY,Sistan va Baluchestan,Zahedan,"(175, 113, 'pAkXq', 'TvDNZdGOXWoL')"
2447,"(83.92159915321135, 96.57344241895711)",SUBURB,Esfahan,Najafabad,"(140, 57, 'owXCIxgq', 'ftVPSnRxVMhm')"
2448,"(60.783482625374205, 42.32039073623063)",CITY,Alborz,Karaj,"(181, 148, 'c', 'gkEAZVPuPo')"
2449,"(59.38521124612296, 45.23938770795284)",CITY,Lorestan,Khoramabad,"(188, 41, 'KS', 'lcQFVbgUza')"
2450,"(24.87259714274054, 98.73463122190577)",CITY,Mazandaran,Amol,"(176, 113, 'ERbSwCvyZtlXT', 'JZxuWHifSE')"
2451,"(45.42230622927643, 25.57077538881407)",SUBURB,Khorasan-e Razavi,Sabzevar,"(185, 49, 'N', 'vVaYSI')"
2452,"(12.92254098610195, 48.51548611018352)",CITY,Khuzestan,Ahvaz,"(185, 120, 'ezXEsUVmvRTv', 'gUjk')"
2453,"(22.52684104134788, 82.95795105818233)",SUBURB,Tehran,Pakdasht,"(123, 49, 'DdMsTA', 'eAoBXf')"
2454,"(32.65925036745871, 74.25353822855904)",SUBURB,Tehran,Tehran,"(187, 70, 'ZmesFVeKxo', 'yTMZFzTPJDxvxZv')"
2455,"(24.102838997776544, 95.56296784486332)",CITY,Esfahan,Khomeyni Shahr,"(6, 138, 'iZP', 'XeBJZXdLAMcWK')"
2456,"(50.33777270929014, 26.222831873453124)",CITY,Kermanshah,Kermanshah,"(134, 68, 'EQoF', 'ePGBCkOsk')"
2457,"(53.762235450971474, 80.8222411866167)",SUBURB,Tehran,Pakdasht,"(61, 38, 'hcs', 'zEHNWsBjKTGOKWx')"
2458,"(48.398051556881796, 90.25352465997848)",CITY,Tehran,Tehran,"(81, 33, 'ZCSptFJJk', 'TXIl')"
2459,"(65.09300841902676, 85.08443814983491)",CITY,Gilan,Rasht,"(81, 38, 'tmQtaIzXXE', 'jVnNoSQC')"
2460,"(75.91760009189595, 24.692831055431164)",SUBURB,Golestan,Gorgan,"(126, 92, 'KEEvXwr', 'dUZXESiAmNBl')"
2461,"(1.6029907573096636, 91.29334848858048)",CITY,azarbayjan-e Sharqi,Tabriz,"(46, 172, 'cMWfNKLMzXKDMW', 'OxGTXm')"
2462,"(8.514256107010143, 57.957362137465374)",CITY,Qom,Qom,"(128, 115, 'QsW', 'TjjB')"
2463,"(18.754875094178104, 50.37691713352852)",CITY,Hamadan,Bahar,"(33, 92, 'kILcnBWOonrBA', 'Ygk')"
2464,"(37.40878487919424, 91.76784479625503)",CITY,Lorestan,Borujerd,"(134, 193, 'qjeJBdjfqabsHTH', 'ddkUT')"
2465,"(93.63032474082854, 1.017007711278417)",SUBURB,Zanjan,Zanjan,"(199, 16, 'u', 'xEsgXIaoVC')"
2466,"(13.71420778658532, 55.758209917164)",SUBURB,Khorasan-e Razavi,Mashhad,"(80, 115, 'lfrBdbVXoaMjY', 'MPNJVVWMtzGxl')"
2467,"(95.39441982986637, 41.354917846598596)",CITY,Ardabil,Ardabil,"(196, 139, 'kFvB', 'mNXZQyfFSnH')"
2468,"(19.871026423318327, 19.884616432599657)",SUBURB,Khuzestan,Madan,"(87, 192, 'wGFQcXBMxEJDKA', 'otTKDczfdOI')"
2469,"(8.606598404317333, 52.074967673547675)",CITY,Mazandaran,Qaem Shahr,"(51, 101, 'iyICbFDydwoKIcZ', 'nVLOQFLWoUQucQB')"
2470,"(58.91156636794273, 98.68955200469598)",SUBURB,Mazandaran,Qaem Shahr,"(75, 23, 'Y', 'F')"
2471,"(73.82608139428332, 34.484835705966255)",SUBURB,Gilan,Rasht,"(155, 122, 'mpAI', 't')"
2472,"(53.689799149521555, 83.90737840714363)",SUBURB,Golestan,Gorgan,"(37, 38, 'kaFllgHKQN', 'HBBdrSlRLKvp')"
2473,"(52.81175719138111, 91.7897436365702)",SUBURB,Mazandaran,Amol,"(101, 14, 'Rkwu', 'aKMiXyRewN')"
2474,"(13.747349046699354, 39.35029621396742)",CITY,Zanjan,Zanjan,"(32, 158, 'KZRiuqXCp', 'C')"
2475,"(59.92139067911165, 22.110867432584357)",CITY,Tehran,Shahriar,"(23, 183, 'VUD', 'PpbOydtrm')"
2476,"(14.23015591068153, 93.94679500290157)",SUBURB,Sistan va Baluchestan,Zahedan,"(58, 100, 'JuOHc', 'fLvwjn')"
2477,"(70.23129893038482, 72.87615323652031)",CITY,azarbayjan-e Gharbi,Orumiyeh,"(145, 124, 'HetseCPZBAC', 'QInwxIdFV')"
2478,"(44.7720295983405, 14.18459688548822)",CITY,Mazandaran,Qaem Shahr,"(33, 179, 'tkkVNEBE', 'QWBERMNZfxKs')"
2479,"(58.70094177627653, 16.879390420134865)",CITY,Mazandaran,Amol,"(91, 46, 'r', 'RTYnmGPnFD')"
2480,"(57.37936040375126, 59.018685435983734)",CITY,Tehran,Shahre Qods,"(126, 46, 'MVUaoVEnTD', 'kHvnkVfmloeDZ')"
2481,"(38.61399168521146, 8.736207472080014)",SUBURB,Mazandaran,Babol,"(190, 4, 'qAyuAJnf', 'yijUCKbiVPWb')"
2482,"(33.79079911780538, 29.042497565789162)",CITY,Tehran,Malard,"(75, 149, 'mmMhx', 'VAfDOWdr')"
2483,"(94.72914193423193, 23.884022146874685)",SUBURB,Khorasan-e Razavi,Sabzevar,"(15, 90, 'OFwcvelS', 'XgMbPRufwEFWI')"
2484,"(60.18848796968058, 99.18677492401332)",CITY,Fars,Shiraz,"(162, 148, 'rmxWWkt', 'uHox')"
2485,"(68.47199656909176, 56.07177674286802)",CITY,Golestan,Gorgan,"(159, 173, 'hzSGCLrUuNXa', 'CmOndCl')"
2486,"(97.20739057720967, 87.80694061354119)",CITY,Zanjan,Zanjan,"(70, 57, 'lfGOR', 'pLJgP')"
2487,"(87.56232759464469, 54.85201678813396)",SUBURB,Tehran,Shahre Qods,"(109, 23, 'VVNxmsbZXQVIFiL', 'qKYrQemuK')"
2488,"(1.7688848044396743, 0.9172067395950334)",SUBURB,Khuzestan,Ahvaz,"(57, 159, 'u', 'ouplvcdHFr')"
2489,"(41.91354657311774, 9.068059015913931)",CITY,Kerman,Kerman,"(156, 31, 'dBFc', 'SJLsNjGOO')"
2490,"(19.489165285790754, 92.64843238526211)",CITY,Tehran,Pakdasht,"(17, 143, 'BYbGs', 'lbfa')"
2491,"(72.81329387657672, 8.922559367401384)",CITY,Esfahan,Kashan,"(29, 24, 'LWjUzOxYySjlYg', 'zYwFbWWFEsr')"
2492,"(86.23564673369661, 19.432988475385994)",CITY,Gilan,Rasht,"(22, 92, 'WILURKnxvyzk', 'tkkCdtzp')"
2493,"(25.57726523772891, 59.90673965992076)",CITY,Mazandaran,Sarta,"(166, 129, 'NRbgxVUmIA', 'wAvfBpWxy')"
2494,"(36.14895511595195, 15.236788864958672)",SUBURB,Kordestan,Sanandaj,"(45, 10, 'owxaRbJcCe', 'XcTEERKcoKJb')"
2495,"(48.89578450385984, 89.71203195649325)",SUBURB,Tehran,Tehran,"(138, 148, 'bGzXonPDAMx', 'rrufBNzGLh')"
2496,"(34.170914812461795, 69.05697048063846)",CITY,Qazvin,Qazvin,"(188, 107, 'LMKNPZEoFXrYMz', 'QeZCrMYihT')"
2497,"(63.02497875122136, 80.74932087149824)",SUBURB,Qom,Qom,"(90, 57, 'H', 'fDjlwijYjMPSiq')"
2498,"(90.18596083288341, 87.62938208966821)",CITY,Khuzestan,Madan,"(67, 92, 'ZIuiA', 'BteZC')"
2499,"(23.492604446766585, 54.272542904881135)",CITY,Khorasan-e Razavi,Mashhad,"(7, 49, 'VfgxKpAytmDbVRW', 'CF')"
2500,"(3.319448542894188, 91.45164266336224)",SUBURB,Fars,Shiraz,"(121, 83, 'qrQ', 'UIRarfv')"
2501,"(29.491824452470507, 59.01908955392287)",CITY,Esfahan,Najafabad,"(144, 10, 'cNRchIZm', 'oSPTeSuoiTKjAK')"
2502,"(41.19059160496909, 32.484239620788316)",CITY,Tehran,Shahre Qods,"(65, 157, 'Hu', 'cZDF')"
2503,"(82.9064723641535, 30.924431884371938)",SUBURB,Mazandaran,Sarta,"(197, 57, 'guRrUqJSRKmbQS', 'ZILW')"
2504,"(85.97141252514622, 37.10804095430471)",SUBURB,Tehran,Pakdasht,"(64, 49, 'OkvJ', 'ptGMitIQfpNexK')"
2505,"(30.330856005539943, 32.63840356785755)",SUBURB,Mazandaran,Babol,"(49, 128, 'TYlepco', 'MXbqhh')"
2506,"(38.251465439890886, 54.38549945646925)",SUBURB,Kermanshah,Kermanshah,"(186, 141, 'sTE', 'MPnr')"
2507,"(27.382502855838318, 35.16558997427312)",CITY,Esfahan,Esfahan,"(118, 185, 'YAJTbVEVizU', 'VjYLANajll')"
2508,"(45.50401337409926, 44.23508616701992)",CITY,Yazd,Yazd,"(169, 148, 'vI', 'zsKOMNRocPDWADA')"
2509,"(45.653881886811185, 35.86125521981584)",CITY,Lorestan,Khoramabad,"(97, 132, 'aqSrDuoLGTAh', 'pWhbwl')"
2510,"(15.55162943569176, 74.77855944989012)",SUBURB,Tehran,Eslamshahr,"(10, 194, 'TdHrYPVYylKAu', 'RzBtnbpt')"
2511,"(24.347381845373118, 89.56441158149765)",CITY,Sistan va Baluchestan,Zahedan,"(26, 78, 'pKyKab', 'ik')"
2512,"(9.700218364174972, 23.432653968135675)",CITY,Tehran,Shahriar,"(48, 53, 'UZ', 'k')"
2513,"(83.04858000613741, 9.789603422565818)",CITY,Golestan,Gorgan,"(47, 93, 'bbDEQcLGKiHkouD', 'aDBXblqsjgzicm')"
2514,"(86.94786797856, 1.4001899455705402)",SUBURB,Hormozgan,Bandar Abbas,"(180, 170, 'DAj', 'HKa')"
2515,"(77.87232976334269, 8.089625507414333)",SUBURB,Khorasan-e Razavi,Sabzevar,"(188, 103, 'MctXSXExgci', 'O')"
2516,"(93.85189298132342, 28.974329614032758)",CITY,Tehran,Shahriar,"(56, 155, 'LL', 'e')"
2517,"(54.753917548626895, 6.973830272040582)",CITY,Hamadan,Bahar,"(5, 120, 'nHijoqNjSJlo', 'vrlbhHuu')"
2518,"(39.55945324557628, 83.29665177180607)",CITY,Ardabil,Ardabil,"(118, 57, 'xMnw', 'e')"
2519,"(60.14291783697172, 70.3590599495991)",SUBURB,Khuzestan,Madan,"(69, 84, 'N', 'rAbBZcDJ')"
2520,"(50.70217243736025, 78.42985222318019)",CITY,Hamadan,Hamadan,"(166, 65, 'AUKSlo', 'YMeLtLeiY')"
2521,"(20.503271087771967, 93.10054930936403)",SUBURB,Hormozgan,Bandar Abbas,"(11, 118, 'oPcpPYaLtzWaVs', 'w')"
2522,"(82.40827148201191, 4.5132311134103436)",CITY,Esfahan,Kashan,"(17, 154, 'e', 'jr')"
2523,"(18.769567184341895, 57.0277580474451)",SUBURB,Tehran,Pakdasht,"(114, 164, 'Xtx', 'kFkE')"
2524,"(40.89394947436683, 91.05313560416971)",SUBURB,Mazandaran,Amol,"(188, 122, 'rOjZ', 'ScH')"
2525,"(7.607164484803153, 21.739550798732076)",SUBURB,Khuzestan,Madan,"(168, 92, 'xd', 'hCOGRhfRG')"
2526,"(42.18775909845023, 4.702241662300732)",CITY,Mazandaran,Sarta,"(15, 129, 'kyhyJxGFozIni', 'jVnuXUjcfFgIjsP')"
2527,"(24.80619871149092, 86.57411361645259)",CITY,Mazandaran,Babol,"(198, 20, 'dBm', 'iSuKtn')"
2528,"(17.49722540386238, 89.6946107301436)",CITY,Tehran,Eslamshahr,"(126, 132, 'XQ', 'D')"
2529,"(67.60842172422977, 21.893318243234194)",CITY,Ardabil,Ardabil,"(173, 140, 'mLCaSlvPEs', 'EpucHzaTvE')"
2530,"(98.12617367410384, 97.80025263113966)",SUBURB,Kordestan,Sanandaj,"(40, 135, 'bncAjEg', 'WDe')"
2531,"(32.66262919677836, 4.407413220171907)",SUBURB,Khorasan-e Razavi,Mashhad,"(176, 94, 'fUCWvZZxEdgjY', 'venm')"
2532,"(98.92918196347382, 17.2208278919063)",SUBURB,Qazvin,Qazvin,"(112, 64, 'kghIuiUttJAE', 'YcOyOmSy')"
2533,"(86.11096196037134, 62.272864926328666)",SUBURB,Tehran,Shahre Qods,"(147, 126, 'RLkYEn', 'bGIfDtvk')"
2534,"(74.75979636130684, 67.28657197580978)",CITY,Kerman,Kerman,"(198, 58, 'Fc', 'IYNgcQshVZpHR')"
2535,"(81.10709862097603, 84.05459097916284)",SUBURB,Qazvin,Qazvin,"(6, 189, 'msuZFxAUh', 'Suj')"
2536,"(11.773107637813885, 72.5563085696952)",CITY,Yazd,Yazd,"(187, 171, 'uWtuXmNmvnPz', 'YrqWiigPTnK')"
2537,"(54.34109843734694, 13.069035620797276)",SUBURB,Yazd,Yazd,"(4, 129, 'UOHqkGFZxS', 'jNgrRlrlGNhnsGj')"
2538,"(24.9514137206288, 59.037865378242785)",CITY,Tehran,Eslamshahr,"(21, 9, 'R', 'rajaqZyLDY')"
2539,"(20.468036339655036, 97.36590439827172)",CITY,Khuzestan,Ahvaz,"(117, 137, 'pubKXJUXYFqWB', 'xkeb')"
2540,"(95.22495843775793, 33.254706128687175)",CITY,Tehran,Shahre Qods,"(175, 187, 'MCJkDyxABoqk', 'uXOpShPKLatAWWM')"
2541,"(6.236779358992073, 90.92708634006587)",CITY,Hamadan,Hamadan,"(78, 183, 'rcuoZwuFcoray', 'liOGMQNFrgoHmwT')"
2542,"(17.5311548176334, 54.26602488192911)",CITY,Tehran,Pakdasht,"(116, 48, 'hoSoLGMG', 'TW')"
2543,"(72.92999319899661, 91.07869605860098)",CITY,Tehran,Shahriar,"(177, 198, 'OQXi', 'WJbNDuYo')"
2544,"(2.0638078448335317, 78.13889249846812)",SUBURB,Khuzestan,Ahvaz,"(194, 111, 'ZVTEtmXD', 'fvUQnC')"
2545,"(5.772306891721479, 46.931213885051626)",SUBURB,azarbayjan-e Sharqi,Tabriz,"(113, 149, 'mAIboEKNZGvq', 'ndhFrWyn')"
