REPORT_ID,ACCEPTED,EXPLANATION,PENALTY,START_DATE,END_DATE,GUEST_ID,RID
1575,True,nWVcSEuWFskb,137.53,2011-10-21,2013-09-04,6171133320,4625
1576,False,idcqOsMmBmurpKRlTUvDmaBdeFRhqhgwTXfMPsPdbJKpmWrZszWjPGVDqmuoNmPIKYY,335.28,1997-12-31,2018-03-21,3068497415,3809
1577,False,lAkRGtADISndmHNNwMSiDojDKJCYOplSJHNojXVLPeqwAbrOvJpTsn,613.46,2016-02-28,2017-12-28,1106979331,4032
1578,False,ZXPKHjjQZiUbEWVcyvexZAbctpAUCDcwIUMmkKhDPlpgzZcgGd,49.19,2010-01-27,2015-10-13,1696661239,2756
1579,True,TnoRZeQlZBfmFZybEvmfGFeUOISWNnZEeKcjsSccmcqkozkrdaiAuPkZbYMwUunMDwggkDaswNtSEShn,148.12,1988-01-14,2012-03-21,8692380360,328
1580,False,FcQioNfvcLWAknGKefTBaid,152.23,2002-10-15,2012-12-21,7098507939,1234
1581,True,apKiViWHNvBVOiJpRwfKEMmgzWGzlFNvcUkCTiurTwLTakgzNsKdDzzFgnpKouTXhSuEodzGAZxCANEcMwGKuCXjbbtSsW,478.33,2014-05-28,2017-11-29,6528647095,3009
1582,False,jHtTWEEmDxkNXqZu,422.57,1985-04-29,1998-04-24,8139739422,480
1583,True,RxkmhPnwxNsZwUPBuNgdUstNVQSJtYZxOzicTclKEY,777.9,2004-12-01,2013-03-09,0915599487,1980
1584,True,HdgMXryAjIYFTVNEWQSKscvgvSExVTllXyEWokPtt,610.2,1984-05-09,2012-12-27,7393222827,2778
1585,False,ZgpnPFItIaGqGpSytVkSrtGZzLFvzZkZxaNQracteQpPDgvpybLziw,735.6,1996-09-30,2003-11-18,4840655511,695
1586,True,NIBYzEothycjkpLetUNvnNtMGbUGbwdkpelQWua,847.22,1991-12-23,2019-05-26,1215994370,235
1587,True,HYWstCzkPMpIQgmHpFQlMAAFzZgSUhbKnwDVFYyEGYoYTscCfqZUss,285.95,1987-09-04,2001-10-11,5113616383,3030
1588,False,RGVyyhLqEVoYKfkklmblBhPWVzSunPfdaSlIpTLDYndpJ,266.58,2013-05-30,2013-06-18,4845894347,4621
1589,False,iWSsutwGcafmWNwunZpQfDIc,93.15,1963-05-24,2015-04-17,4408910509,284
1590,True,KyTKreeUggyzsIVLsvmsKhAcUWLgJugRUBKXWKBiStWvhkC,691.91,2014-09-29,2015-10-05,2356090708,4773
1591,False,IhrQvJcWChyHqLFvVwMuvTjqazlfQgGIhwOGFHmHeGFZhHMXNLYZUtybmCBcLTDxQlWnybHudN,112.4,1976-09-07,1991-02-09,7818033261,3206
1592,False,PqCihcKLBYaxFHiuGeDBfYLyQvfqNMqslSdQURIcjulkgrXTs,338.29,1951-11-21,1994-07-28,2118087225,1157
1593,False,StTAGeqbuKRgrVsAKjhzymxohzwJlYHZbWZgjPKgPhtnqYwecKOBYQpuc,471.44,1980-01-17,1997-09-14,5597678906,3263
1594,True,BvRDBHTIHDcXYjdcdsdnWpGqJkAkzONXYtEaQmyATNQjKuVsrNguKySRBVoLdJGsFxeEblgeNjXRmdmVhP,84.86,1995-06-08,2014-06-27,2661407051,1329
1595,True,ndiCCXRcqGSkfZdADbvMVcgMjXzRMSqtRVIXOMTiGUcQskDyyUvmlAYLLuzfFaEdjWWUDIeFYWKYJJQd,850.33,2003-01-21,2007-04-01,2407311186,4012
1596,True,CYrBbzyJVQQquvpFUJdUIcKGCHyIsrBXlYJlVBEZNwjdyIhKoMzJKrQbEwCkg,394.23,1958-02-22,2003-07-04,9829669912,4682
1597,True,JvqwpnsppQqUnlGxppKVmdgJPMIFCLYfKaTTAgeGv,877.92,1970-05-06,2022-06-06,3664020927,2217
1598,True,mUXyEGwcGWLDfmMfnU,75.75,1981-10-05,2018-09-28,6080950600,2906
1599,False,hbnLSnfLUuOEgv,423.6,1996-04-11,2010-12-06,6880000192,711
1600,False,pHYpTmZzJTZIsgnxPdNCysMAadyZDiJjULxxkAnVpGMjNjpFRbbIkAOTHjkIuG,611.81,2018-02-10,2021-11-10,1283584312,3141
1601,False,aTSwlhaTLZErQsEkeboMYktZYtRczCLzLYAbcezxUxBXQtcWuYEGAJr,365.78,1972-04-11,1986-08-16,7821074685,3728
1602,True,yUDCOBASrIIQMBBXBLwLFebeQdUNiUfsDAyuyHtoGgmtzCHXAcTvxRpenOADqAPmxJuEAQO,934.74,2017-11-16,2023-02-01,8700676246,2037
1603,True,JjVIoCasLwTnilYY,473.94,1981-07-01,1990-02-02,2106938811,2192
1604,True,RWzFFGJHRYCGbVazgYilNuCeVGREhUVOKBWLjWMlAbjDOfCNmvMbLADBHhMPpnDvYjyxEQOLrBYycuaMZJKnMbiMftBlerMp,884.72,2005-12-23,2017-09-12,7903412844,2699
1605,False,ZkEdPdxbkGfFBTWXXlyKmpvnpGkuErcdIuddeFca,415.86,1990-11-11,1998-01-14,4763757839,3861
1606,False,QPtvGNpbwzLnwHgEIttfnJrvHBUSBdP,897.81,1960-08-20,1989-02-11,7131032884,1400
1607,False,WdxDOdxRxlgzOQmFWsdSlXOFaThrYiecZVzNwDuWXyptAacFZjXDlKhkdt,522.51,1957-10-04,1994-03-10,0323436949,2907
1608,False,LwBqZnxqbrdJPahsg,711.88,2008-11-01,2012-06-21,6142701945,2408
1609,True,hLkGjZVpuAuFQJBdHmvtGmXcpqyQeGsqXlQgNZDHjYQbeYcFhPIAPbniMedCYqKZgkjlCkUCliwVeLmdEWfFlsaRBGjEjG,392.18,1985-06-12,2016-05-31,8855666881,3745
1610,True,nQInGnimTEVTjbxCMVKPzCyNugfBBRPnxuJRpuQoCeKKskZYWAgPJWInfLOwH,878.48,1971-04-10,2023-02-11,0804646783,3856
1611,True,zkCRUOqGYDHTfZkEFYBjKwdtwudOtmmSrRyCUYDVOcTJBtHuyKICbAGsyVn,39.65,2020-06-27,2022-11-02,6078221985,2456
1612,False,UucISbDCqCyfTHEUyiJfqgSYKGYklgYcaLmXDWoMCgeRnJWIlMEHGsskVwzEcCgBroIwOdYBsrpU,95.13,1957-02-22,1973-02-04,6352807035,4730
1613,False,EWKPEHiExyeKBHiyfhcnBAcVarYhmghHXbVsLZhS,642.81,2021-07-17,2022-04-13,3191961037,1321
1614,False,iCnjKNDEMEsdUkBsfWldcYYLUOmLxztHnjAlApUeKGKdTUlqCvGkxMnCdLMyucDcGMLyQGJPiXlAARMILWeicOuvg,908.97,2016-01-23,2022-10-09,8800253833,3314
1615,True,hXGfkmKVgSLMlyapEAXSOyfJmBPIaRNmSd,363.08,2008-01-18,2011-06-20,5372070397,4295
1616,True,TWiTHbOaKFLKzr,146.36,1963-05-07,1983-12-07,2805265758,1395
1617,True,eATXTaCIJiIeSWuLwNgLEmSoOgxvMFbxpUMOuaa,69.95,2018-04-14,2018-11-13,6806503768,1736
1618,False,gTXOyfGhNPH,655.4,1966-12-03,2017-12-07,5909904929,4345
1619,False,iacwDQYCDecSwaPefPKiJAQsPpqllCLyzqJEaxL,585.08,1979-09-29,2001-11-15,4204640401,2520
1620,False,QxEWXUvubZXbnpsBgDtwinkMDwZvRrccNgHfIqcAyMMapSwhpWLZyKrzC,586.03,2017-05-09,2020-06-30,5774738669,1500
1621,False,vaovEqulMBrJXvhGWDteZkaFiBkFrsISVMPPhDAThiCOpN,304.39,1997-10-27,2009-12-29,5623765960,1612
1622,False,fROGjXjnTSDRWoOVkpmWeAHWhawyoDZ,250.58,1968-09-27,1982-05-24,3213673252,1119
1623,True,LcLKnUxiQVuiAGbgtNYgBQNObCcIsbgom,4.38,2018-02-17,2020-05-09,6568209596,3971
1624,True,UPDBiRlkvxyjKQbYmFyQvzfjCkPPzazNbEWxBwyVuKxXvDVmSDotUBFSgtrfSwEFpbBrMeEcMXeUAQeWeiWTzIrod,763.8,1994-06-24,2021-06-02,6217990455,2679
1625,False,MyenKVLZcXAHVgdGmZyArMEHagFxsBlZDCYqQtGGXDbJqqKwiTfcDDZiFFQIkwaNhKSsEDvNIPjYdA,659.82,2016-07-29,2021-06-08,8171582954,2551
1626,True,rhercZZWOIuZyLdAEgmlMczYK,253.53,1957-12-01,1966-08-23,1293114149,1724
1627,False,roaNDOzlWGvLAWqiemHfogEGzpvFGXdUDBkpxccjwjvzfjKxHXNYwmuDCAaWxvIydczMxcgGF,187.45,2019-07-09,2021-03-16,3418597310,2925
1628,False,USnrhABrTQocfqvdtjFtEZMsFSIzuFdAKpIMrZZlvHjrmYZEFSRztmrSJBLlDXfAWCWHZjRapGQzZcSPrUPHwEA,624.01,1960-07-25,1969-08-22,7820560626,382
1629,False,QWUPtVwrUBVziFChLaSYpIMOfbI,848.67,1960-10-27,2000-02-17,6909311998,4128
1630,True,blRCHAVivRKGbqGTsbTFzVHGGganhNxEwqHYCtqwGddNLrr,291.48,1991-11-17,1996-03-12,1949295032,1459
1631,True,OuVMqVjOlqTnyQHhexfQODUDFTpKirrVSOqMDHOTyfkLFlJzcTXNrIAbSeOUgdz,24.86,1951-08-27,2003-09-18,7378883488,4698
1632,True,qmRjFxICZnErLQdVBveDBgpOkRwmiOkJ,928.29,2023-04-12,2023-07-21,0243987002,3496
1633,False,fxULcPakYuXVsHwzWTLhhtxGEkKYyOktOesMfRCCFkMshlyUOVlzQS,219.05,1964-02-28,1972-02-10,0760561496,882
1634,False,psCEmOCwQxWKzhHnznMJVdkkYtfHwYkfdTIlPuPgaDoABBEaahoDTv,878.72,2009-08-05,2016-08-24,0869566763,3917
1635,True,ABfXRykXSvIvwHdlZhWojSRQqQaLqeoWwjrLSZFcuxqXjJZmRUoABwhvfDubIjYwBCxvno,719.41,2017-05-31,2019-12-28,9312092614,390
1636,False,cEPFONACdNPFcHPCJfZWXXgdLEShWqWNrAsFjltiJgclVVqYJsSbiTFxDrHUauqjyVRuRSUFENhmK,844.67,1965-07-19,1989-03-06,7439094500,207
1637,False,ZsGbJBsrVhLbLZugGRMBGCFmDEVNwUYODoEObYfFdBDHIvQMMoBcShtPrQ,11.89,1951-11-17,1975-03-11,8769127885,2679
1638,True,hxHRkSIoJYSUnGGErTXlHjupnblqTRrycxNjnEcLgzNFNcTuqliVaHOaRKpKrgtAcJgmhFUDj,510.74,2023-03-16,2023-06-30,2456456820,4763
1639,False,NPGKxuBFGInmCkAwvbsw,61.28,2006-03-26,2006-03-26,3165481617,80
1640,True,OxoneaSLAUGjVKQnJhhLnMiyCkTjVpaePkCjlqSjKUvKUPaRBbGqXadHultmKtDpoNTCoCCnXryIYzLlQrtSyGmX,878.95,2008-05-02,2015-07-09,9468220780,4353
1641,True,sXQRlNCNkFHqTCeiagDVFnLtlNqYIMjrodinGTMHWRYNafCIEbPixNItnpyNPe,829.11,2005-04-12,2009-06-22,4420723827,3511
1642,True,yOHvMJRMZYqwhqvpZsqiTqqMZJCvcBeYzzduDRZcWjrj,461.58,1972-09-05,1987-02-20,6445996557,1100
1643,False,bLXYDHyVxxDoEiLmRuaQHsqjrnguNzcAa,602.23,1962-07-19,2022-05-11,3422468260,1670
1644,True,iZZgGrknoEAyZaXXnXA,965.25,1971-07-01,1996-03-18,6820530162,4675
1645,True,ZDkjjRaISrfJHCAaUAoGzddHrxrogKDghintAIbzZVJYwrNPQoCegpSfJlJpxnSsIoTDLrbnDSHEBWceSEXmhJnyZpGdGwAy,253.28,2003-12-07,2019-08-17,6644757337,2172
1646,True,orGfOHToWJxQBzeEulVEtanHNurCCtTYYsJaEXvFZfLYzaCiddunajyaifyiFuNBkTSwOvEJhQPBrhhayAeaUDyFjKJNzusl,832.57,1971-02-19,2016-08-06,8846830700,1705
1647,False,GenetfYfUrlYyNRequnzUeyNLXSecatqMs,172.92,2016-11-04,2022-11-17,9635693608,973
1648,True,ZMHpqycaxigaQwhETVBSKhwAlWhyOUxfzOZjYrGdplWPpFCNWozLhdzKiGo,137.55,1974-06-25,1977-07-20,3384821828,2860
1649,True,qcNfnjXJUeawWlXXywvObIpsPjkyqZZ,518.46,1969-05-27,1998-05-03,8192114518,4810
1650,False,vejlsaGyaYcmvbL,273.01,1987-04-19,2015-06-19,6628895705,715
1651,False,nUlsMffgMPdbLZcXtyAAqetd,109.97,1958-02-01,2021-06-12,2105819574,664
1652,True,YjIwaQolZFksV,629.4,1954-05-22,2009-10-21,6123128076,1153
1653,True,aYIpflGbmlMZHwFNfOzOTeqcqdjXgzRRoYvLQreIYLxWYowOHJoMHEdOlKvtOiqqnegxwCoDDEYwaqTEjxAaTBECVtcRxggwTC,294.0,1954-06-14,2011-10-08,9916195140,1535
1654,False,dobWhMCrEPZRXdptUKDWpvfErvOGbvWNXMBJijZgEwAZFIUhQdvbgdFycYaYzejVuiE,523.94,2020-03-01,2020-07-17,6167609013,3580
1655,True,MFYMfvvSPOPCRgIzAojueuuPBxMPtQoVdojVvNxXqO,45.99,1975-03-24,2008-06-16,8087428216,3532
1656,True,qSjkgSrVGMZiPYiDekdqdJlsNTsAXVGviKzBOSgxtM,367.91,1963-10-06,1988-02-23,8190313134,2391
1657,False,wjuFHuczhKmqDrlbXefhodEmRtVezQHTVmgZZmGQSFZUJJHDiKQCzaoizTdBvspTShGtpryS,899.24,1951-09-12,1984-06-13,1507881392,1626
1658,True,FgMOeXzmxdbjzaYZLNttctdMZDMIrvIblKiVelMYjbkPQpVIxgNOlXmeJkKRlKHTyRPGAKydBEeNODIm,772.48,2012-10-07,2020-12-21,0778982131,3411
1659,False,nWkmdOsqNVyKlGcylrzkBgexxP,983.82,1954-03-25,1972-09-24,3132962702,3726
1660,True,BODDWorFbGoiGBSGuXutbNOljkAB,245.42,1957-05-18,1995-06-09,6447105422,705
1661,True,xwYBCsBiWLSbfGgbEwCQXpYmcgsLulfRSykedFYZjdIqhyfuyueCDgAcmxfcbJnS,117.89,1999-03-26,2013-01-03,1636049728,902
1662,True,DhsyLzyUICWOvbzUTAOHrFDJJdBqTCCCcxTRMcmS,305.39,1964-12-11,1995-09-27,2377509155,561
1663,False,CAHEPjaiFrWgIrsvlmREfWVisCFWooQKRDIdjdieuf,525.49,1992-12-03,2020-07-25,9898374980,209
1664,True,goAwypDKMJjtUOOEIhtqlMnPvJfCPbEKgtLUzvxbKGHAiWnCuOHiKqbEghnxOAEEyeQgEqlEYGdUEHdWEoOHoZE,380.92,1991-10-24,2022-09-17,6988042999,4371
1665,False,WEkmxgKzNccYtlLvZrQJYyznGQkFZpkGtXGetxgwRDajN,885.38,2015-09-20,2021-10-16,0507795948,848
1666,False,epYzDazHnydhxv,42.64,1953-07-16,1980-02-20,4790039671,2800
1667,False,tMDqYYUGaJUGRcmQMJeRQlFvJEsxTJEvlTLmBUiIrcUhXyFZNxXfQRQyznOjqfKRXnrhaUgTxWUFNSwQoMXaRqvupbpJOVW,689.13,1957-08-27,1991-08-26,0115524465,1827
1668,True,nmyxrWNoNFamjBxyrxvOjBwwkcYqOmAdLUsDfgMOn,843.41,1962-10-09,1993-02-02,9633706982,4688
1669,False,FohNnwAFDNXvutKjyShNsSPwxAiAglmraFdq,479.65,1953-03-25,2018-10-31,7498985744,81
1670,False,hATtGqSihPaIAsWIRtMeJNqrZcQjYJsYtySvFKvVsxaiNHHZgWRnGrPmqXdxMfXMmxdqzMjqRNXkgergBj,608.72,2022-02-13,2022-03-15,3478536076,2567
1671,True,kMVhpuGVyVvOfBEByPOQfmojWBLbcQKgkCLfcCaCFAAluu,249.47,2002-09-15,2018-04-07,3791794399,1469
1672,True,tmdhNOwJLeYfcBEgtDlXzlgANuBSUVOXzyEPiKWzOPgzybvcDgVVJCoLkzKyBKqDrrLSMmTWYtnBLoQQRBLqgtfkZ,944.61,1962-03-13,2005-11-15,6806761315,1909
1673,True,vuAMGNvggcbBSiYnTGYMlXdWldFkDixpbLNjhWkdTbGIOwlbziCQoFjLko,366.95,1996-07-14,2019-11-06,1234531364,373
1674,False,dSQDUYZlGxNIHzBFcSpKWTYPkjaSjkDdpXllQdOkqgSsSersJUAZzHUw,288.45,1980-03-24,2000-02-15,3072334940,3378
1675,True,hlpQbQAbKDQassFLzmtOQuRaeMqAn,538.25,2017-01-05,2018-10-05,6891539606,2643
1676,False,TPWlkvzSoGHSAUSHyCEQuVolkSgviYKp,332.08,1977-11-30,2015-01-23,4583900924,3881
1677,True,rhjstkRDpPVuptrCUNNZnzpbAJJmiFNQXAaHBgrQXLkRMszcxTaraihYoSbAOyNoATfJSAjwMrRHWVqz,652.27,1961-04-04,2000-12-27,8470171195,4460
1678,False,KUMlCyKpGSEhuZLleiaBvbOslTSvxQsrbimHEARuliKYWdpivSRbsyVCOmIjXFBrRBdqwVvGosFzsfLeFfLFrrWManZ,271.06,1952-06-17,2008-05-29,8032650191,235
1679,False,jfjCzGTWphHzRDRgqEMExizxSaJzAJszjaZhIUacdvXFCbOMzRSTE,6.45,2010-03-10,2013-10-22,1783640507,4472
1680,False,hbFjtVTGLCDQsoKCNSryWqvabQqqdsTJ,236.93,1999-11-05,2006-10-31,1756802414,3940
1681,True,ruMJAqCRUoujeODg,876.19,1980-01-13,1984-07-31,9167335561,3725
1682,True,KQZNdNsGzHTniUsPrHcSRhhjzWSkEVVZfDMFvtKJXnJktTZovUwpOXbPUnqOuGINvgmEMEzcAdLyHTLalJWPxRxc,138.9,2018-05-21,2018-11-23,6829368295,54
1683,False,pnMXhjRhUIZkPUaaPFrdHSiBBYKxDvnnxxCONAHEFBAjKdDzdoWFBChogdTHqxFQAwodqfHQtsBWHNtEiF,276.1,1952-10-13,1974-08-22,7270815632,2447
1684,True,dOsUoxWtXmKCVj,809.66,1970-02-12,2013-10-15,5308658693,1076
1685,True,yNuBbkhkJFqnsBWtvFFYmNLNvHLCSTCPYLlC,714.31,1991-12-08,2004-03-15,5482834447,708
1686,False,dhGWzcSbHYigofVZCecRuLhXNkjEFsCRXfEzNZtQdPNdJKBdvTruYheOkgCBbigUVSjyCoiyKBQacKyJnFMiVBbSWy,945.02,2004-10-14,2021-10-29,6673214944,1379
1687,True,oxntIqoYxEsGTBOHHxtKsrQpyVLMiEoNFOLKuNIkGbtluIjHTYT,655.65,1953-12-02,2023-04-17,5797281617,468
1688,False,bvoqtbMSFslEkUcbTpeVqJTqEs,728.52,1997-05-29,2007-06-14,6141967475,1170
1689,True,NrrOyVvZKTYkDhdnUJxdtjiwdIfvBUfixffpTPTTniaArmejtkWRvVwIZTxaQIcWTexysppHkNzbKYqlfhMJ,884.84,2014-04-14,2020-04-18,3568803316,617
1690,False,THFDNuMfcfANYfmSquVIxEefJzViriNkiiYCWAclLABDJRWxpAsrPgzn,462.65,2001-08-03,2001-08-30,5038211634,3310
1691,True,BMFBorPAjTGnaGKFmnPhmxiOCRyPXsXEESrxfjGLLWLGcoaGFkkAxYWfPHG,610.68,1973-04-14,1980-12-28,6600970341,3926
1692,True,fDAYavZVEWKBFOUxWIsRGloTyfxhUwKlNgLqSqvpDppLRLNUCtOhTBkqmaJimGLqmb,177.74,2007-12-23,2012-11-24,7147929918,4931
1693,True,KGJzUbdXBzTKQlfKrmmemngoOgXusrJmsBdAvbQXtiiwCVEauXtHkFPSexezqfZQKSbujnrUexZwLgXmxGsqqk,235.53,2002-08-08,2004-02-15,0563646752,1642
1694,True,YtMknyJRoYVTbWldbCurerFOtOgaJHFLoQgUdRFOHBolizT,0.89,1955-01-19,2014-04-22,7600641889,4322
1695,True,GxCjaQLvRBacOIdTDQGWoqeXCHoesSHjwwUpTXGJvSNmYxiEmlaeYYKEqPJlEsCHCZcSYHJlzaBxKXXeLQZgtaZHbrOm,597.0,2007-06-04,2007-06-29,9866419538,2156
1696,True,wrIwwUmhAQYLrg,223.75,2023-02-25,2023-07-17,6108139629,4512
1697,False,YYXXlNmlQpFfJUoncFZZkGHuhYORCSgYklUCPQvzixjlQzepEIWTdZiWPuwiGFNRe,79.48,1986-09-07,2006-05-27,8298780888,4213
1698,True,kGGqdSAMjvamiPBBcSDBBSvxsmJHeEnqFrHYkRaRPCRGmWuQPESNRPtdaoznsuaAY,834.77,1951-11-28,2005-01-15,2620492156,854
1699,False,tdHKoRpdwNvJnHKFXwCkIBGfQJTkMcFsSBQTNxSbEN,591.52,1986-06-30,1988-06-23,3034696962,4557
1700,True,xeIvHVQTqYYvJWPhbaTDzxFQTyKIJbfdsSlvmvFlUKumGBDqdtCBjmngbZNDjsbwfEGWDPDVUNb,335.68,1997-09-14,2007-11-03,7504528510,1274
1701,False,moEUqPUHdHaIPBNHHYpJithESGQqymwqGltHUYshIvkBamOTWVuWfPAbBrSUqsVsRoTtfMaMxysLxxbaSu,499.25,2020-06-22,2020-10-08,6504730166,1432
1702,False,NnwkPdDPIWbpWwbrKiRqoaVSqYhUdGllbz,129.19,1963-12-22,1973-02-08,2710474045,130
1703,True,jnZAdAqpkHJCaHpWsultdDfxZLNBTTOeqbDoxzeHjo,383.76,1988-11-09,2009-09-18,8785892142,850
1704,False,IcBAsxXCeNBUhugnHaPvXkKmLGFTDVlZuOizntbYeizgZOmYTNuyCCBzSSsLvgFIMMcMyaNICSCkUlwBTPhCaEW,837.09,2012-08-10,2021-06-02,3289159703,684
1705,True,MhdnGlsVVLLMgJCRNmetjujBSeykBXwsXxmuRGxnDqyNFIBwLSNJyZdagrNDSajBKwuGUkQ,66.25,1997-02-28,2016-08-29,9749384334,2139
1706,False,RwtNUWmtbMzulLoyTJHBlRQiBqiOlrUwllKrurmNkHelcxHHlZfQXAmWdfOLvGvEk,515.4,2004-10-19,2019-12-01,6576106847,3641
1707,True,GvVIYIMEZMkSqerLGsrQwtPtJZuvhVlmmFQlRklpcI,583.43,1950-01-16,1950-10-26,0309340286,1680
1708,True,JLZKWMavvMnwTLfCtzJXQbAZsRfMlXsdWekytoXmIgmdQdYnOsicdVnTzpYvUNjFsmOmhYrgwUrvUFpStHxvVpI,360.36,2000-03-18,2012-05-13,4306652511,2776
1709,False,fluSAUbMMmhynGVADBF,360.57,1977-09-21,2008-10-11,2875983300,1717
1710,False,CHCYkVcrHKIoIRDwxofaEVqCqAAHCxXeyy,643.11,1954-05-17,1981-01-28,6915508011,3442
1711,True,xaRFQTelvAEiWp,17.32,1997-02-20,2012-04-26,7683890132,2492
1712,True,QVQCxjQFADdzNHpHxXKTgPlcFrDQMcWafgNFVGQaQbxTYCMfFbnEwoQaurCHqYvlyxycWGSCErUyVTuOqYGIDF,232.29,1958-08-13,2011-07-05,3350512374,705
1713,True,fvSuyCoBkacZtyakJYqeyEINetJWWclCVErXXWxbBnQHcOqQu,161.22,2003-02-11,2016-12-20,2297471261,1522
1714,True,YtOefDgriAcbursAzWrReuNhtmcsxMTVyGfAxBOlZBlntjIdIzfxfhvKTQWjBknR,551.66,1954-03-27,1957-09-22,5326810657,1245
1715,False,FNxWogmxKGZgsAjIszVTgqeUoXHJpwbvKJsciXBrfTpsTGwTbTKvvZrkwcHJAcxBNTCLZWSWD,555.42,1963-04-15,1970-02-06,0843493125,908
1716,True,fjWSCYvoaZvcwuHsXnpJWSxCbpFhJyshRQEU,619.13,2001-02-25,2008-10-04,1768477558,2407
1717,True,jwcbTblktepxFxivFyxEICZcLCjrcXvliBJDsHzjzJXYOlSWgzLIYvGSqXwWYAJugWnyimytZWoeHrhswAdsBOHyboeSoSung,916.92,2021-10-10,2023-02-14,1033449550,4492
1718,True,dPsIdmErLabCHPfNiuostaiwOb,471.82,1993-08-14,2005-11-23,5796818557,2268
1719,True,dKsyXXtAVefDWNXmDTNttGCuEWbSDkFyddWgYRtqmjIfLxwWocifG,155.39,2022-10-26,2022-12-07,3010585003,2531
1720,True,RdaczhuBmye,356.83,2003-06-05,2004-09-21,7412110558,4927
1721,False,JTpRLKsmhZfZQbTcjYlFvDkPmLBuPYliCEQnkorTUSVNJy,62.3,2021-01-22,2022-11-06,7587461380,1542
1722,False,VeZGANSznHjJLToDyjNIWRougsKvZLECM,284.31,1984-04-24,2018-12-28,4472310854,4080
1723,True,XTEHCDoVdBaURZchrfBpGLrcUUBTxyaBDNxjTFDhhAetUfghLtjXtYYsznKgCamoVqZhclTlYgaWBaiLzxteQArLAYl,551.52,1967-10-23,2000-09-22,9482348447,1539
1724,False,DHukQxGdOZNOAlpI,81.52,2012-11-18,2019-12-03,2522435331,128
1725,False,mQbgaIylKvDUeYUZVceLiRkfobhkOYCKpTXAsktmhMwa,921.35,2009-11-30,2010-05-20,9561926705,99
1726,True,HiQWVggAbgXbzUeTrUCyjKpFpVrGomlfaOcJxFTvUEPCldWaRugvPvfALtVYoLNzuJsusHpEIVYWIAIHWub,667.3,2003-09-02,2022-02-18,8924608650,283
1727,False,OBmbwonKFmOhIqbyANFOGUhOoqTyvoaLafojmtgjVRCtHNNhJFXrsXYOzfBkWSRiAUFTKUv,813.53,1987-01-10,1991-09-13,2993876819,2756
1728,False,gDAfFeYovoOXXWjPTxtwTDTLlvddmdAGJwkBBOixJdoAekmPPIlyCGvYSEvdfuKubWIsUFkmomXExKDkiebvizprSIYQnlAOb,443.68,1950-04-30,1979-07-10,3538827441,1571
1729,False,bflxNEruJuAaMsOQzDFRjrWgfVkpnClETTdahfQemRRFaRmxMuTBtIAGQoDnpqQo,224.36,1971-03-26,2008-01-30,8866701897,4404
1730,False,YGicIXNUjyhJwyoCehtOlZMaITmezFhRmBecuEtPiYrCQmBppqJtQidJcVzxTNKolypqqhbmrOsrtrGeTwxPcqngfqjOTkfbw,305.13,2004-09-29,2020-02-17,6972476418,3153
1731,False,QbAUoLJJZZcvQfnLCxBLHUrOICsbeyKbMqeEZsvesrgfYYNFlIKfeafhOphwkGFvSvbFpGkuMRFhOQOcn,547.29,1957-03-03,1981-10-31,6557900855,597
1732,True,JacrYtzGclluQiu,554.5,2009-07-29,2011-05-24,7141531259,3424
1733,False,EsKrZfTXhpnnqfoNkoWNPgTRobPKqqCTIDb,601.93,1984-05-01,2014-04-07,5354652754,3819
1734,False,puZdAEDlNZBoIVfudztELaKQtmigmbfoEmDWrRljImJhtgXlzqpdBkzlVsZoRHXipqKuYFfahsPujygVKJukTprhSkXHl,700.47,1954-01-04,1969-11-13,5067061840,1206
1735,False,QqWWrreACHGDyNKTpAWMNZaXnilOZrGECuOlVwmaacdtmcMRLIMDZPMPytdhLaDrtHhazdQECRBSjCaBUWZMbVsKstuvlbpP,498.32,1966-11-24,1985-07-16,6898289422,456
1736,True,vGjaAFxuciwwsGyLbluabZgJcyg,960.58,2002-08-06,2018-05-16,8321947599,1181
1737,True,CdGmoRecBUNBD,870.07,1993-11-23,1998-02-16,7345987331,1617
1738,True,PZtFXmGogrDaVxDdOpKqiMJcTTByutrZCFyUcfMyGQRCZnkGkAaDOxNBvKFtGJIhgDQbuyceIEHuCzNeNTDcSabau,330.04,2008-06-12,2021-05-08,4727869344,3411
1739,True,YknyIxaILXsjwAnyAcyhcbmCPLKNzWLbqpwkPLshvOxptwUETcw,628.19,2013-04-12,2021-06-17,7605237310,2733
1740,False,LYZStahzLxARmabiFHFFwbhTHlUOCUpGCLaaGbVcIuIzFZqHzUJanVsh,771.02,1976-04-02,2006-05-09,2855497301,737
1741,True,OfvsFnNZiRJMXFFoWc,849.45,2022-01-03,2023-01-03,7928788793,2503
1742,True,pyDCVvllSfYSetqiEzdfallKAUYgVmHzwcneEwoMqdaPLNTkGHeUHYtuTlYeVEraZtVuCwqFNZuLYYRAzGzqvwbB,871.94,2022-05-23,2022-06-24,7664803955,346
1743,False,FPspjgIhWxlbDHOVrvWY,472.67,1955-11-17,1993-04-22,7138630463,3753
1744,True,NioZioqSyObHrtpIRlcIapoRoch,186.11,2017-07-05,2021-03-06,8610058976,1259
1745,True,wNNKJSjsPbq,454.97,1975-04-09,1994-04-15,6328688161,3419
