SCORE,EXPLANATION,START_DATE,END_DATE,GUEST_ID,RID,SCORED_DATE
0,uhVYZYLYNuLgnCrkSynBobDYKZTvaKjlnEVeeuVkSIzNyjdmudcLKkhbpnF,1981-03-03,1999-12-10,1200644094,23,2017-01-26
2,JhlcQPDiKcykClecnJJZQaZAWjWhsU,2006-07-04,2013-10-26,2425603485,3810,2016-12-16
4,IWNHuwNJhkxqEAOTMsCioqaYLADsMVDLTlnwvtWgOHkeRwDBFsVDZAume,1977-06-20,1997-04-21,7947336323,38,2018-07-14
3,GwQeWDrYjbgHfIbohNTDgPFPLkBWFFomEpcVnuQnYmRDBPenmfFHCsOHPVKekYRhiXhBmePTvQrKWqljegSTpzwsoQuwVzeOF,2009-09-07,2016-12-05,9486024986,2267,2017-05-17
0,tklQOFrpnDFecQHoJELuqSMzytSynFd,1988-05-27,2022-02-18,8624858197,4490,2022-09-25
4,dTecowAESTEPwOetJfpDLdKbsCtgGMxwKohvmtRJALOjmxlbUDRpyCocWmHysqVoCBBQRhkPjLvePVw,1971-08-13,1990-04-26,8569845271,2562,2019-10-27
2,XXreJOpmtFreZNXiMtxNQqQiuCenAplUlsfmyyxxwNMrnLQTsjbfmSOYJQiSdVLxjmAhKsvZhJBuKvA,1952-06-02,1967-11-11,1907051715,601,2002-11-19
5,wBXQsyvnPUDiQcrFLUzorEkbRYNoIlwXYSbDyZBxmIyvLhIAuiofygHsR,1950-01-24,2009-09-15,8931449185,838,2014-11-02
3,dtYxcYedanCWuKbRWFNSQjoWIeKMXw,1958-02-27,2004-02-12,4213185476,2192,2014-09-10
5,sLzuIpTOGUQlrRSYPTHZiEkPSaAvTILHGqnxgNbpvdfVwWvyUHNMkrKROgMXHusnCxseLiEn,1959-01-19,1972-01-08,8390339390,3965,1993-10-05
0,WUyNdlakQbYkYYKYnfqV,2021-03-01,2021-06-24,0113395663,3004,2022-08-31
5,RMQheZaTREPnlbhDQZyaomGIZbXsmkLGOcsBDauxERBHyoqyJtbFSDwtjPEuVQEBWgOqhtqVVhsdZvFdMHV,2004-09-10,2015-09-19,8744823405,364,2021-08-28
0,qXTVXyYAwZHbjiTVPMxjQAoDHYMrrRfKDuMQSZMwsZUGHdwshfjEcNbMiGsmiPOQo,2021-07-24,2022-06-17,4778219250,1872,2022-11-21
5,tcHltCtdErVpbQHgAoVnqaNRfIkMTNWaGvDdUWSYXzcrdfNNqTHYXzSlqjAhixXYsSpfRWNIafjSLlVqlQDE,2000-10-03,2005-04-11,3450229463,244,2013-02-12
4,ggjPgRravaiuOWyaVqrbAUIrSRWDHilhkvbIgbAygmgjHrEY,1970-11-11,2019-03-15,5201401799,4785,2020-07-16
5,YxgYLzdPWHvEPnKKoGDvPyftYHaPUYIHuwWXwLMNLTisXTPhystdRuoGcJdTe,2003-07-28,2017-02-27,6104637467,1197,2022-01-17
0,gmqnTuVGCoKxZsUJbWxjWotaLDWufbivHNunCxGPUXKIgEeGzdGBDlVmslRbTJjAIkcMjLXsFEsk,1963-04-04,1993-03-03,6040643869,46,1993-07-08
5,eFMtybJfGOhThQbTFvBlGphSZkAuBmwkdYIgAYF,1983-09-11,2014-10-07,9751033175,2983,2021-11-03
4,mVqpdNawIJTRhGvMQRhNDmPqTTUdosWGkushhndjauXBrrSoEHapPaqsUZBJczJAqOmvuFTBDsFJRNSBWMuVWBlghPqQ,1978-02-27,2015-11-28,6868979366,4493,2018-03-14
4,toodUbKHmxPRRQcMHjZHYgWdUgHFjLAaTbOhSFCNPwtDCkCIbYKZHTqQRRijRynLamGSWo,1972-12-23,1986-04-21,6415867979,71,2015-01-05
1,WZsCcMRlyRrskfyNAIFyfUAnLPRFvuzJbJRNGTR,1987-09-04,2001-10-11,5113616383,3030,2016-09-25
5,XhNOjIekySMCEBewUNqtyokUmdOcBIakBPrwsLLEPQTcnEiNHbEKcXrPpToLSksNWLhfbXyTmZjDkHSOOvxAPrnDUzAJNWK,2014-03-07,2020-12-06,8314587072,213,2022-03-02
0,zLQNQyhFjASSWxACmfJJIGgpCiEhnJvgvoOeReBHSrZZIouurDdViwXe,1965-09-07,2019-04-09,7994404437,2351,2022-02-07
0,riVMpNDUGyGNNhlhkwvJjvukxngakIwITIqlrZuHx,1996-11-13,2002-07-18,5670649669,2285,2020-07-07
3,odXSzqrzUnoqbYqwtQlreHrQnWYjLCwsMbKshVveTxWpnZKKaVmlKUqVZxvapqCLVBMCSTWPuhbtcu,1997-08-08,2013-09-14,3560961502,657,2021-06-10
0,uvbaLVbjPtcVgOiEWzOdkdxaUMGwuFAcUvsMBIYNUR,1992-01-22,1994-07-21,3699047632,600,2008-01-07
2,aqCIQxBeMTBOXrZmmAvEGbCBSRbjwMHxbbxVeBnBVZXYBwFZtFixUVuSbDVIqmJyzNNUnrSNPLNaCfdPDreYmzbOaqMMxxIoWTS,1978-09-29,2008-07-14,6092924301,4073,2020-02-14
3,EghrZPijivNsiejWgZouHOqOWupKUOulPOdnYtkFEReiGTdbPGJrvjfDXv,1990-06-06,2021-01-11,5700956540,4680,2022-11-10
3,SJbJzXcbvTJEodkUIhYNFDIgJmtirnyifnxFECFFxbFDqcjWOuST,1975-06-27,1977-12-11,4711629136,1634,2019-04-10
1,hsUijQKgAWnZBiebOMEANnzOiLSshCdsvQTFiNsySImqXjg,2007-03-23,2010-01-14,0874305069,2112,2017-07-27
4,xPMJXeXfCMTbXxDkcWJHBdWNIyOleenNIPjVTpl,1951-09-10,1970-06-24,4399022891,2914,2019-12-23
0,WFdWTMykoTRHTWTSXAArlwtXhMCvvUiQDhQCUCGDoeFGPsNpsLmPNyAGuDpxbnot,2016-01-23,2017-12-29,6706551548,2220,2022-07-23
5,PHBRZPvuCKvZKtFssOGzlmDRkSEqawjlouJEKWuUAmYxEtVilxHe,1994-12-09,2007-05-31,7961084193,3712,2017-12-06
2,KBMROfyJkOWEpgtoGGOBmtFLNLCIZbpXunuamAdJwIqpLsRxQjYBIxnCetuPxqeXQkioGhohNTFboa,1954-01-26,1989-01-16,6060528648,1321,2000-06-10
1,qGVpURlCsPBgENfTska,2001-02-10,2010-08-29,3528998349,4894,2020-01-24
3,xEihpuDPlVbaGhfxUmQBmtXRJQJOpqmEzomUAJuuGHqfIRaYbFMPhNiamXDuMaXTJesTbYTnewOEJdwqotJtzxk,1994-09-27,2002-05-07,7712752086,4715,2013-12-03
5,ZCZArIeHsQuvNeJYxPwhGRMmiNoEIqxNVlMmismepBHBdJNWdpbMMiKyuICuRsmteCCebypgSigHglIUBciEjxmjhaeQP,1996-05-20,2003-10-11,3473062495,3330,2017-09-05
3,sEJyIVTRBnkqoFVkhYIfAeubxkoZmTCWIrFjObKlasDKQgFFWfawelodGAoBPtgsVnFrpmRKQOWPfngFneYtTgtoOzDNJSSHMhR,2007-03-05,2016-08-16,5750620563,254,2021-03-16
4,gJYHSsqddKEXgjQKGwSumraJKhCwxiwLvTIelFoNGzgb,1983-04-11,2019-09-11,9531174273,2677,2023-02-21
5,hYcSBuNZXcNIYoOXdYVSrLi,2011-06-18,2019-12-14,2904248484,3444,2020-06-02
3,bfJPojDayByLtHYGXZCNjemmyUSYTEDMkBasoqNyahdEfcsr,1968-10-09,2020-12-17,0759111895,4038,2023-05-12
0,fVihYxMOcBgXpaBpTVdhhypaxcxCjqZQaSRLpVozKAyScKkli,2010-07-07,2018-08-23,9139559273,3903,2021-09-26
0,bWphxQYzjtUJqnaBqZkZVgYppsltqboXOVRIhsWKVuAhGuknompziRmMRfYCXBPgXpOEUuzNYeTQXdZxOryjVYwSqaQGmNZKYoE,2005-04-23,2007-02-03,1538089689,1410,2012-07-22
3,iozAcdZKIAGLVvDsluFoEGGyxarCTbZGVHjGICirUt,2014-07-12,2021-10-22,8131289596,2403,2022-10-26
3,KNaUFfKoCKFJmeNBwRtwHWiQpUaamIelnaTXcgmvBEMBfSTeNtfXpQFWTlQlGmgLVvJutXDGsOeXwixRHNVwMX,1954-07-04,1973-09-21,4408596026,4609,2013-05-26
1,AlfkJaBKaKCxTiqAfABitEVMltUCd,1951-08-22,1988-07-27,8958890947,1427,2021-09-27
2,oYQTHlaIfKLWTmYsKsESjbgdOgkAMyOwwOgIDDNliaBPDJQTHlmLSdXgoNubwJPzrbvAuRmWLRYsmAGZprhcKT,1985-02-25,1993-04-08,3312374964,154,2009-06-19
4,eHapHapnxEWeWPWoAvE,2018-04-30,2018-11-23,8872181531,4486,2021-12-22
1,rYMDCAjjIqBcutYeojveKVcXBKJhBGAfxiCsCJvicezVFrQZhqKJKRnbGdpyHDuAwgUOylrmcEF,1951-04-18,1970-01-04,7606515108,2996,2006-10-18
4,fKfSYCXgKuKKnUqWFHTId,1967-06-19,2010-06-18,3788371749,565,2013-02-08
4,CLLbOzdUuwyiLPLV,1978-09-21,2016-04-04,9317632137,2567,2018-04-11
1,whhiBmoOhwniZLIoTdScspyZYPxYmwdQKJLJPDS,1986-03-13,1997-11-15,1450851835,771,2009-10-19
2,pmbDlPYSWouVlSHDPMnxSiDdvKElHMMfCNQDgOmxMGqDunlPerHNFdRUIxmKumEsobSNluQGRfDoRLocctDIMFrhfIlOm,1971-03-27,2019-03-15,4054989091,505,2022-10-25
4,TXpMYguTTwOryZpYgLZzntIqSEfbhUSrKIbSOqboOfuwCRbcImVHmXxqEdqTeFsukgGLizxDmMBrxovNZaFMvGWITLitA,1982-11-13,1988-09-08,4690482646,1326,1996-09-03
0,ZaugGgNkwfsPvLaijCZgKUclYjAcEPLBhNlxPaMOBdDGZJiVHeDJYzTPoHhbynObiLJNjeRjHJdhPRKoCqEgbABxTfvgUWsQpxwl,1998-04-06,2000-03-07,0505168141,4996,2001-04-17
5,pUcmKJfTRQywEl,1975-05-10,2015-07-23,0635929618,4991,2017-10-25
0,rLCwfailZLIQDkGVqBZBzUToiCGqjLzzHYZTCQCisZUFGLQgOZKNXNuZloWfuAmRLOZusSQhUpocQHmh,2008-04-27,2022-06-01,2118268008,4366,2022-12-21
0,NaHvlFqtoFQLNuoEbLpEliFwtYOFDqReiFaWDNLOTdNHxkztDIoSjPUXLDkaFewZUgnXyAAQPjCvQQjCjmgRPRlsCCQkwUumny,1976-09-04,2015-05-15,0256340114,2091,2022-05-09
5,MfsNznFlGLTlerYMP,1978-07-11,1991-01-17,2582862884,2991,2017-10-17
0,YijyzfSDOyZmrKZSBpJfyxfHzqPqDVlOmPLZQerIbgkufV,2011-08-27,2017-02-27,8217867184,428,2022-10-19
4,frZxskDltokzmdhKHchvir,2003-02-13,2005-02-15,4909765558,333,2021-09-02
0,umwHixUuKfKXJMFvtfWAWtpEIeGKVBrSjaWQVKFrsQCwwEmYlRiGXkRSZIZQlWVnQv,1952-03-17,2013-03-21,3851745985,2368,2022-07-27
1,mgQEgpvbEGobAbgpx,1998-09-27,2006-12-25,1594259217,511,2014-06-05
3,vlpPVZlcMnOUMLZvedvmmMWzrTPfBVkYUxWqxlGhMZxCpFzkmDlplk,1963-06-19,1969-11-19,2755055157,3174,2005-09-04
3,fMzldAtiUshmOzVlWBKMYcWIOTmsXbOziIECbEEDMLmUgsTJAAVVLvfGnyqGoWzFIvicyonEbDh,1987-06-29,1989-08-14,3751949183,2682,2015-07-09
2,niqpuGRQawKRiFtXpsZpZhtDhKKYIKyezJxlnth,2021-08-23,2023-01-08,4565203210,381,2023-03-23
1,CEeLFBeHCBVDiIlNFlFrXjYuvcvVHJJYQovFXduRgkWQtYJpBbXhvOliomugwodusMSQlUIxnkSrvWDTxhXFwaclWcoPm,1956-02-08,1985-03-12,5501493875,3849,2020-03-29
4,TcjEXGadtnKSzMvWWTGxCdrxgVhhkfRKHjuwDQxUTpfSTOHxzmpAjrrejCNz,1989-06-19,2014-05-29,8929578283,1600,2021-03-21
1,OmGmkwCOnqWVL,1978-02-18,1985-09-12,4983398070,4831,2007-01-05
2,DIZYBXPvQHfGCWMLobatBodyWAyUWNoVNqBYamwpwvnvIyaGWVOHUivBffPjRwtzTsGclQYGLQLuiUhRLP,1993-10-23,2013-01-08,0177741332,439,2023-07-04
4,rJfKrIFrtlnTFozddFqCPaKBPoMETplQxZKfnlGz,1974-06-02,2001-03-03,2162553298,1271,2005-01-08
2,KejwPBMgsatAlmPFgcHCQyaE,1953-08-05,2020-04-24,0912159022,440,2023-03-17
0,BJBvAcpNOCPhqXnIXfduBUABhwwESBhBepMWRRiuSFw,1998-07-05,2022-02-12,9819128701,1192,2023-01-30
5,bCtODkCHFmrqwykcNFaXPFyAKEaGPBTwiphYnSRCAhHxjXOZjRPbxbJ,1991-02-13,2013-08-12,5203422088,693,2021-06-28
1,SBssbnyYQttKDeZzdAilTwJpkEdyukqfloLwQTvL,2005-08-17,2008-07-02,9191978926,944,2023-02-27
2,RvQlpuagsqhgewqlhjcZvuEgsaPjcqVeeDXpNbiVQ,1990-09-05,1993-09-14,2532220499,4601,2013-10-16
3,oDkeMxTxcRUutzmWKbENbjhPBYQnFrmNVeegyJhOyBiSHuaLwVRUwSOhzFPx,1980-08-15,1982-02-25,2966800140,619,1985-08-14
4,pSCYlEtFSaOJVWBmwZEOsORSqIVTtxGonDbsinbURvMyzEFqlozqXTSfBaRzYSxQvEhSDEbIPBVOSsKVlYDkqrBOgKV,1951-05-17,1980-03-23,1187800249,2722,1997-06-07
5,pbMzSUCVewtqQTtLptuQnxouwwucSahgvROOrOb,1956-06-09,2002-05-12,1704727015,1502,2012-02-24
1,LJfhSTsVhaRqjwcRcAmePRUhSbvLZMdRiFoVifLJbipHSiGfgMAZhMX,1977-09-13,2022-01-27,2167387706,2210,2022-09-07
0,joqCaURfCBaCJudIXbmPteEgeABmjCiFgTrnSiWXySmMMPVz,1997-06-16,2000-06-04,6070834585,2687,2006-08-17
3,WumpjUzvIVRjSDVgQFBiZWomVOTqrMWoYOoAenFNOPtwDFtahTagOVpludtHTGQObefDRnjYurUWxnET,1974-06-04,2014-06-17,4044918201,3649,2018-02-05
0,vsIoFxFdJboAWGdxEqnSuyaBOGLTIbMMXEFSnFpLdgFWJtMmQKBnfipINPVunVkgwFBSrexxsHbxIBI,1950-10-20,1992-08-09,4486783696,289,2001-04-21
2,SaxGOKlvivkBQBHdwZSLgwX,1980-12-01,1989-03-25,4137872657,3182,2005-09-07
2,WTixUshoxIwJUSe,1983-04-01,1996-01-08,8555934143,628,2008-05-04
0,eHkquRfNJyahwDpUgpyEIhdbODqiLPaSQyb,2004-01-28,2014-05-02,4299713337,124,2018-02-24
4,zjIZEhQZDbqrnjfjwwASsrsjfXrxUAGYzmDZzCIEdctFMIACIhDAQtrKvMGTHknHglpyTEBeQekShuCfgzlEOiGetrLlMkhDOGWY,2004-06-22,2018-06-10,1204934425,1597,2019-09-06
1,hVdwxmXnEDQflsmlvMLVMnGYSvfuAooMBsiuFdHIdeTXkdUUHO,1999-12-17,2002-11-10,1335911793,4018,2007-06-12
2,gAdLUsAREAwmEMVxOpplTWhkznBRIW,1953-07-02,1963-06-19,4082879770,4181,1993-01-18
1,kIDvEqdPpCYBMrPxSPOAffrizFAHBSzbMwTlA,1989-10-04,2001-04-15,3766664311,2472,2014-01-01
4,JbTFvnWXMGdZeeHxRmjlCYfoPSfPZMIOwZOKyrksgFtgHwtfLvTcvBBKEeJgwVFLXWottykZwkWBrIqzBUkDXWnIxblFrDaClPJU,2011-08-29,2021-05-20,1094446433,1539,2022-11-01
3,QKrHwILRXReiQNsCfBQKzMEMFUYU,1989-06-21,2007-08-24,0414509360,3211,2019-10-01
1,wSjVjcLatsyayejnrqZdfHLcNunXkNqZBntpXsFUzDhQoILwbtgRjgzzBJiftsIKBDFKXaVxcXusNfrWt,2008-12-08,2013-07-28,0888868339,1750,2019-07-13
0,ZsNeeDwriIocoXMMWuhGPUqoQksUIYQoLPIRIPZszbWDhGMxDFYpYQfwlAUvDEsbZAVAzIQEJsbqGrSPofCYSpsK,1985-12-12,1991-05-12,3913436248,846,2009-08-01
1,wwBcaFWgvLgWDNFEFavSpstKgjQYhgaarufNkQsFLHeNQKbtBBYrHSKDHgMIpYhertUlXxmiM,1990-09-18,2008-08-30,8772514335,1948,2011-07-10
0,QCwBirXrjctQftLOhQEHhOfcuXWQqurPmHgbCfzDuPMFzzcGAYPGuAdwgKNkKADdNzLkfQaDwFPgNrSj,2014-12-24,2023-05-25,8181336978,2555,2023-05-25
3,oJootOIYeqkgOPxEixEDSADnBgSpjlFYbH,2021-12-28,2022-09-03,4247818384,3814,2023-01-21
0,EWjajhIMCMcNPLpcdNNExOWYQpgNViqhraCNsQadBd,1984-10-26,1993-06-12,7959254097,4040,2014-12-29
3,DiJqvtazcIvYYOVOLzajpnYUrOeqfDegmpxMLaYMLwT,1988-10-28,1989-01-19,8257726341,819,2018-05-05
0,YhNoSECBmyPaaoaxfBuTJRJtrjvUfHmwnnKNclGHKAwWyYLoUg,1970-07-05,1975-11-22,8378429137,1684,2008-10-13
4,aNNbXseBPJceCcixyQtbkJUJOdYglaTBsAICApZrOVYXdeNuQTgwhES,1957-03-03,1981-10-31,6557900855,597,1989-02-27
1,WghApidPhqDNDODavOWrkqXlRTACnfJwaCwJaObfRHjQBjYcBchgKFCLhcvWgcimCgyiXBW,1983-03-19,2023-06-09,6162862522,4632,2023-06-29
2,ZVCxUCmuUwAVJJRlJrAqLnJLpFtQGdIRUzwnh,2004-04-06,2023-06-09,2359551326,2458,2023-07-09
1,eumtOhbqGoayWCjSGmtXteGGzHRZILErleGzKXnFXLLXRMBDnPNYWo,1958-07-29,2013-02-10,3247057017,4419,2013-03-28
5,DPOqKZabFgzmKdZObqKLosVGIRBKGyjXqYkfOWiDjgxlwVgupaGUhaUhLarQuiBm,2023-03-20,2023-05-27,3989243755,1179,2023-06-01
5,OdfFYmJsAiTEUrCHenEmCJnlNJtArcPDWvuEqfteBgtxgkB,1964-07-18,1997-11-06,7695418809,4625,2007-12-07
2,SVaOqEWdDhAUaHiJMzWFuYGPBGDKBKKY,1974-09-21,2010-04-29,7572536976,2183,2012-02-19
3,GxIVkJyAHDJvOYioIzASXWxRiUhhmjoRLcEM,1958-12-28,2008-11-05,4772170364,360,2021-01-17
3,NlxkWHMKDzvirjjNuUMwIpBMdDUdugZImPBLazrcBkDZgNfuAEyJOAQLWNcbZcgnSZlArgtPwhHNXuYfZyDfVD,1984-01-11,1991-07-22,9191978926,4292,2006-01-12
3,oIIotWuyjXLDPThHFehRsfMdJpYsVcdgWEkpXuTEBWJQnyWUpHUbkXlBDMDTWYy,2008-06-12,2021-05-08,4727869344,3411,2023-03-28
2,FfQIedXwwjyIJdwvYFenRnTkNFVIIxMqUQzaEwBFkicDFQcjsCOlWVEkGDCiZcwtaKkaIPgeUXsZZWbkgFuxNwUYKikAUMHoV,1955-11-24,2017-09-15,1352292637,3943,2021-08-22
3,qaKeQAydArvWPXlJkIlhJdVXEOcFEAHJjFNwmMCYbNlgXVtQLJGdoxuMKFnQTixVgzuOPCSYGpimCBZL,1969-05-11,2012-01-28,6898289422,1017,2023-01-28
1,ayTKcUfwLnERqxUFkovVBnIcaN,1999-07-13,2021-07-23,9188523275,1955,2022-10-28
0,ndfLbukYaAJIqzXcrqWBuobjwKvmnSoncxYRoCafENGb,2002-09-30,2011-10-07,9132500651,1644,2014-09-05
1,DLiMFZbrqPutpWrJlLMFjWNjJidpWy,2005-10-22,2009-06-24,4241012342,4680,2013-12-16
5,UvVsLpqquUVfLZXKvdvSWarAfMbMspvmojCJfQEPjoCplYBOvjTWZrKxW,1952-06-17,1962-04-30,9424717137,2670,1986-01-09
0,tiBvKXaSIllmsLUEwnuoBGLvyaRYzWlbjjdFhDifwTQiLCGoX,1987-08-17,2011-04-02,8702502783,4266,2019-06-28
3,naZjhBWbxydSBsE,1984-08-24,1991-07-02,9940768108,1603,2017-08-13
2,RnExJPNHorUPiuQyIylAMRLFGUJwpChcGtnSxCWnxLqOlLAFzdYJsoLlexAkPEjXhwmkzkHdKltCtVQWvsrnvbXbVjoeq,1991-07-11,1994-07-28,4380640977,717,2004-10-24
0,xWnwsyRqtmzJCp,1954-11-23,2021-09-02,5857722265,114,2022-04-12
2,rptAHmGszeCWjsdVahRDGCUeMfSuXMzImqbfnyRafIGVidJZYazXgghLrcecogrqEpZEvMghAfGXeIyOopdH,2007-07-25,2017-09-12,2394879004,1776,2020-10-22
2,UvsZkrcsODyEgTt,2000-10-24,2011-07-05,7700306962,570,2019-11-07
5,CxJqowmpCyGJpOBnpZHsOGsZeZahTM,1966-12-25,2010-09-05,4110819270,2164,2012-09-08
2,wJUtffuOItHQFKnymocH,1965-07-27,1981-09-07,8041983787,1505,1983-10-16
0,CdNcLTwppRyblNmtarionvAYHSXrKqEVBkYhlju,1972-05-25,2010-07-11,6621076262,2918,2011-12-10
5,jcCktwMySSRlJXgRhcKBURCSFHnsOZppTaAMkQaCUSzBunlKehCNfCgUZTixwFtWIStRPUoGAuNVuoGTC,1980-02-19,1990-10-25,2641000175,2065,2011-05-05
1,CAeHpcBOGfpIirdQCvBSNufryhtExTXjuYSjZnrcgnqXbPgYVkJeGoyiFcunQritpMuZPDzCYQgmHanRHoVAoCPgXuY,1971-10-22,2012-11-23,3936877448,4561,2017-10-19
1,IRONhpZieWKSHZRCwjxGpmDkHYtJtCuWizVPrOlWDurJudkafhoTBrUd,1969-03-23,1985-07-03,1918113841,3556,2020-01-22
2,dkwcjlytWSmYbkQHvoJxnIeDIkDAgzntjrsDsCAOvludTuRBDLOYjZzpTdzGJeVVcg,1967-03-01,2020-09-05,7147648056,859,2021-02-05
3,BboqceCIdoQAbqnTzQscHXupQFbuipO,1963-09-23,2002-08-16,9382878565,334,2013-08-14
0,nQXfSVtoFnYgwtyktWLgjzEkotJZejfuVetb,2006-01-15,2008-10-02,4066247222,936,2020-08-26
4,nlFmlkMdydUmvTdpgSFQysrDGAzQuJZdhBSKwHjVItTaipmJJmpuVhuLZDaXNuvsTInrKSgdgOGDecrk,1986-07-03,2019-03-14,9509433084,693,2022-05-18
2,wmQWWeVBNlbKNLPhBMNXeExZYHUEPxcaZyImTtFKidFXLRMJxczPfqCl,2022-12-12,2023-02-28,6270465577,1429,2023-05-18
0,KvsSnFeLiFdFFFLhOxKWlrDZSFMBXFZflnVfZsewyTiUO,1965-04-07,1983-09-13,5528449119,3070,1989-01-29
4,ZYOjYdIliD,2014-04-08,2019-05-15,4911853987,700,2022-11-04
4,gHdCPMkmmZSTuAtUgmHYQBWIxKVkbmNoleTHZOLlhTemwVoVypdMrelLboGqtIgfWkBwOTahwPMhKpQTX,2004-04-18,2008-07-25,8395236555,503,2018-05-10
4,CXBQHQFYWebmsOPUfcAcpuBKFNlAzGPRwSo,2015-09-30,2017-03-10,7648657619,1793,2020-09-05
0,oIPXBYaZJPzSpuKmdChZSEqOulspHbvUKem,1983-09-27,1995-10-23,5723934193,2127,2000-12-27
4,dtRjAbKmeiUlKcAyvIOvFsXJmjfdRYxgAqffGXXwtHhMlZcEKaxomOGJGOavpozMkAvMOxtyISLJIjEWjWxIhdzIoHToglbJ,1972-12-18,2012-01-03,2887581671,1117,2012-01-06
1,hrtMRSBqZBqUxlPWOlUBGmxszETWohrfrwtwSgRNT,2009-09-16,2014-05-21,5875828139,3463,2022-07-15
0,UKuHDJKbZgRSyYBNtwsycxNYwdWAHzWYXvylVZlHyFzPwFHbwBqzBDgbbaMunh,1973-09-13,1983-06-01,0410931505,2862,1987-03-12
4,JHrshHTZkTmVyDDZjutaeTtoJuMwdXFyeVCYjntxjQDJkPjCsgkyPxejcsjCDnZFBQOXFUIgnEq,1969-08-26,2023-04-18,8766105311,589,2023-07-06
0,sMKlDbEAWIcOujomHcYlw,1970-08-05,1979-09-18,7235441092,1186,2008-08-19
3,ksdSCkYbQAWkNnpyefINVszqUKKuqRNoaPRMWbgpslehWFzqbHdIXFpGSwenEQorHsRXnaqSqZJsdlYbMfnEJOPeemd,1986-05-30,2023-06-08,1768340952,2229,2023-07-18
5,SrGJKwmhigJcACVKJxzHAUHkXrpcjhBYOPvdZhuuZHxwoCWjVUwkROkRGrtULsbsmLIbefXIsM,1992-06-22,2017-03-04,5530294280,339,2018-01-07
5,qsUDTOlubJUgNmPseeLgYcKCkwoKdejeLfpuLUWSNtVBNObiKYRNkqdrqikRqYJdBGNPGFTSSTrXlwYWuGwWyV,1973-03-01,2000-09-03,4214454162,1865,2017-02-20
5,NtTnzWSVuqwkuZblQqRYCZGjGnYNhYWBUhJPOnyClNMDXxZvHH,2003-03-30,2014-10-17,8030596286,4374,2019-05-22
1,lALyNasNbZCWbPwObblhscEHps,1994-06-24,2019-12-18,1605919220,333,2022-12-03
2,qZvdDRfsIYPMYsL,1975-07-31,2012-09-12,9402843385,2402,2020-11-16
0,nYpUmeXMJaoG,1975-12-07,2012-12-09,6522479834,2007,2015-10-28
4,cQFEZDPTJyQWtfqFjX,1954-07-11,1979-01-15,1564629186,1461,1995-09-30
0,pVgBrqeTZfAUouhdlTSdwFNBhLw,1985-11-01,1992-07-11,1878613821,4744,2014-02-20
0,kiRltisRQjYwfLNIRSCwgpPbzhNiyfebdsqdbypuCOkRLfQIESOASjKYwjlUSSDvKfdwWdK,1970-02-01,1994-08-21,3530212763,2704,2009-01-26
3,LOWSPfOgNuPgeZMYe,1997-01-10,2005-12-18,6637401235,2607,2015-02-16
1,EkKMscalogUIGWXXLUxNINsaLoEeoxzqGgTcgQYCyxclgfZvzOKe,1983-11-29,1985-07-16,8123427584,4143,2018-04-13
4,lcFMkKJHVamorWNAMErfwHNldOZdSgAZpBDLvMBifzpKcVgkPhcaNjYbLCewOcTGDVDJVhidKHKIU,1975-03-21,2022-09-17,7162938521,3356,2022-11-02
3,gpSUJtYhBYeweygzWGmTTfudegEJsyNZduEbdHClSEzYyRGiHbyawStMjNMUCsHMzBDBNMJlZJHQpTzSukvZxz,2003-10-22,2004-08-09,5826513086,861,2016-04-07
3,KcSQAcCWdNzcrELCFXrOXOrAYbjkfkmwOAoXeErJdhmdwW,1950-12-01,1963-12-27,5266492188,3440,1974-04-09
4,VAPhWfkXAHXizRiiLpBXtyKOhPouGGbWcNovfsEbXItaBqtnzZWmxgRMDlIuxQRyHXnwsNAO,1979-06-04,2020-12-25,1476468525,4504,2021-07-03
2,ezGenKIbVdrFF,2005-05-19,2017-02-15,0542745168,1314,2020-05-08
3,LouPHJtSnwgmtSDwnDCkhpwyoroKwWXMCXSEO,2015-04-10,2016-10-15,0748391408,1158,2022-03-29
4,MeQLGREtMCGUaTlmpmWGkHXIYbOioXvUSKGopsUeftFBVekROaZwcSOjbgwOodJgGuyPGeRycpXfFxmVTuMsFYYUMRsGRkDl,2015-07-06,2021-03-21,6050647207,4583,2022-03-08
2,mJKDWEJSVSSCIOAmRZsOtOmcPpgYeTquKsWIVfFdYjiADhruKzLkKovuJtzZaNaVQclqrBPhBigQLMbdeHspKwnLF,1954-08-29,1956-12-21,0638513254,1733,2010-07-22
1,qzyeocFWDcARX,2022-05-30,2022-07-19,3030597449,1850,2023-06-15
2,rmEgkuEWQEgEsU,1972-06-05,1975-03-01,3797207733,1532,2018-10-22
3,NEijPtnYfqaeHssr,2022-11-25,2023-01-04,7901180025,3340,2023-06-01
1,ZIESmmSCeDEWQrqRxCwkBJtOFbQTMaHAWVfHxrHUpoaNMJvbHPOVOhjqcY,1993-06-09,2010-10-16,0681947360,3874,2015-04-06
0,eLHiPpnzOuRJqwNMBvjtwotYVLZatSEdSGSynbjlrKTBdcIXQeyZTCUXJcJbionnNQlXkEaPZIW,2021-04-21,2021-10-04,0522178309,4867,2021-12-23
1,IQqSVFQrgdMJmLqSPWBjqKeKklzibJsgUcBVyswNlHfBiSTYnkqJLLpFOWXN,2002-10-14,2014-08-06,1624103165,2997,2015-03-22
