PRICE,RENT_STATUS,CANCELATION_PENALTY,START_DATE,END_DATE,GUEST_ID,RID
514.04,Cancelled,132.41,1971-02-13,1983-09-25,2740784683,4066
679.24,Cancelled,89.0,1996-07-12,1999-03-17,0656312985,1318
414.8,Completed,292.83,1992-01-24,2022-06-19,9326847626,2401
148.99,Cancelled,85.84,1999-10-21,2019-01-09,5134535124,4114
277.25,Ongoing,176.07,2007-03-06,2012-11-23,8311500548,63
562.97,Cancelled,201.84,1994-06-24,2006-01-26,3861010862,3760
891.02,Ongoing,687.69,1991-01-06,2018-11-06,1442658147,1251
996.31,Ongoing,887.0,1962-10-29,1968-07-16,3853225175,1254
772.6,Ongoing,668.93,2014-11-03,2017-07-23,5265790283,3059
915.21,Cancelled,563.86,1975-06-18,2008-03-16,9300622804,866
3.77,Cancelled,1.89,1964-02-28,2023-05-09,6745064831,2589
495.62,Cancelled,43.74,1997-04-17,2004-02-06,3840360703,2513
594.5,Cancelled,530.34,1972-08-28,2009-02-16,9917081040,1646
711.06,Cancelled,558.01,1980-07-27,1993-03-05,3205502136,4720
719.88,Cancelled,38.65,1980-01-18,1980-06-21,9415110619,2564
506.29,Ongoing,205.67,1955-09-14,1996-01-11,0307227730,1980
806.96,Cancelled,660.08,1976-12-29,2002-05-25,6566153865,2896
820.48,Cancelled,138.99,1961-09-23,2012-10-19,1617200768,2818
589.88,Cancelled,429.71,1987-01-21,2018-01-26,8437489820,3292
274.36,Completed,101.38,2011-07-18,2023-07-05,1694450726,4280
129.59,Ongoing,113.36,1973-04-14,1980-12-28,6600970341,3926
877.96,Cancelled,6.01,1978-05-11,2015-07-25,2371633611,4825
829.4,Cancelled,39.61,1988-12-20,1999-03-01,4664493024,4089
613.25,Completed,365.25,1960-07-03,1991-11-26,2102344188,261
887.72,Completed,313.02,1972-11-21,2020-01-28,1892861132,4445
95.78,Completed,53.46,1955-06-30,1981-07-22,3851745985,420
221.74,Completed,117.61,1960-09-29,2019-07-29,5964905940,4882
330.88,Cancelled,251.87,2018-11-25,2023-06-19,8594212224,2789
925.25,Completed,83.71,2003-05-04,2016-07-07,3685362455,3865
170.62,Ongoing,75.95,1959-01-14,1968-12-28,2163492937,4818
186.16,Cancelled,95.41,1997-10-29,2017-01-22,9191978926,3760
208.14,Completed,152.07,2021-07-08,2023-01-21,8702049889,2400
118.61,Cancelled,31.05,1970-01-16,2012-10-05,5165335738,3929
381.13,Completed,104.82,1985-10-15,2023-03-18,7294688389,1554
627.25,Cancelled,85.82,2001-01-18,2020-12-23,4571396053,1547
726.9,Completed,658.49,1990-11-14,2017-02-18,3957126862,4341
695.29,Ongoing,315.91,1982-02-20,2013-11-19,9634884819,3894
805.34,Ongoing,284.03,1998-11-12,2019-05-11,2620492156,1552
606.01,Cancelled,185.07,1968-06-21,2006-03-13,8079248643,3884
868.77,Cancelled,599.48,1990-12-16,2004-06-02,9101917317,3715
365.6,Completed,251.03,2008-05-20,2022-02-26,7658849422,3740
165.41,Cancelled,85.92,1967-12-20,1975-03-29,7805084501,1354
700.33,Ongoing,329.78,2010-10-12,2010-12-17,7072187633,1385
521.34,Ongoing,420.18,1997-05-29,2007-06-14,6141967475,1170
750.82,Cancelled,48.0,1978-08-16,2000-11-21,0407392778,3691
900.08,Cancelled,419.75,1989-06-21,2007-08-24,0414509360,3211
239.63,Cancelled,224.73,1960-12-21,1973-10-08,9608310607,4342
140.13,Cancelled,25.1,2017-03-26,2019-01-22,9538121869,1611
313.14,Completed,260.9,1950-04-08,1982-08-21,1971331986,1576
388.05,Ongoing,213.41,1981-08-25,2006-03-21,0960618860,3139
157.25,Ongoing,62.16,1992-07-11,2017-07-25,5055324267,1694
216.87,Completed,114.99,2007-10-15,2018-05-09,2760344530,474
715.55,Ongoing,240.98,2009-05-28,2017-05-03,2352422604,4252
719.42,Cancelled,147.13,1977-11-30,2015-01-23,4583900924,3881
533.44,Completed,186.69,2000-07-28,2006-01-05,3236486243,1563
596.28,Cancelled,141.51,2017-12-11,2019-09-08,0315083701,2247
559.69,Ongoing,286.61,1989-03-29,2011-12-23,0758800304,515
450.57,Cancelled,413.86,2010-09-07,2019-05-15,2999920345,375
271.91,Cancelled,245.12,1979-06-20,1986-09-24,3372021100,313
885.9,Ongoing,814.04,2008-09-04,2022-06-25,4766323813,1920
94.2,Cancelled,57.52,1993-06-09,2010-10-16,0681947360,3874
355.62,Cancelled,217.57,1982-09-01,1986-03-07,4454404698,3380
66.16,Cancelled,61.32,1963-06-19,1969-11-19,2755055157,3174
625.35,Cancelled,584.74,1990-03-24,1992-07-13,4764335065,1602
320.78,Cancelled,49.43,1952-03-02,1977-10-11,2650136908,4457
612.0,Completed,15.59,1999-09-26,2020-03-10,0440347225,1215
964.73,Ongoing,879.73,1978-01-23,1987-07-24,5282793868,3545
897.84,Cancelled,773.8,1950-04-15,1996-09-19,9819942015,2425
111.06,Cancelled,18.97,1950-01-14,2011-10-22,0772639637,4228
204.21,Completed,130.28,2017-09-30,2023-03-18,6663936255,3114
22.22,Completed,7.8,2003-07-06,2021-11-20,6046381128,1581
468.55,Cancelled,310.26,1965-01-31,1975-06-13,0139134188,2039
615.7,Ongoing,423.97,2013-01-25,2018-10-22,7156672683,2050
967.26,Ongoing,141.42,1960-06-07,1978-09-03,6735514783,1789
516.05,Ongoing,500.05,2019-11-09,2021-11-24,2755748999,2634
836.55,Ongoing,679.05,1988-01-30,1996-03-10,1116076882,416
340.56,Completed,44.24,2001-06-25,2010-01-23,2898731540,3527
642.53,Cancelled,306.61,2010-09-23,2014-03-22,5888769055,3660
553.53,Ongoing,495.62,1958-04-12,1966-05-18,2069234986,3820
962.27,Cancelled,224.92,2001-04-03,2020-09-03,3860808393,4909
121.75,Cancelled,96.65,1953-07-16,1980-02-20,4790039671,2800
35.59,Cancelled,17.25,1980-02-19,1990-10-25,2641000175,2065
265.16,Cancelled,192.3,1970-09-30,1985-04-10,6053700702,4315
973.13,Cancelled,755.9,1986-11-09,2004-10-05,1476468525,4195
311.59,Ongoing,290.16,2001-07-30,2021-08-13,6495014774,1629
566.11,Completed,398.61,1983-03-15,2011-09-18,8545893351,2968
839.57,Cancelled,46.98,1964-02-28,1972-02-10,0760561496,882
53.66,Cancelled,48.73,2010-02-09,2023-05-09,6703397384,331
966.69,Cancelled,875.49,1954-08-13,1958-02-07,5146963543,4648
508.0,Completed,314.32,2013-05-18,2017-06-26,8996427499,1169
211.89,Cancelled,133.41,2013-07-09,2018-09-22,6991255697,2208
922.09,Completed,583.03,1981-07-12,1984-08-17,7746734745,3225
88.01,Ongoing,57.44,2003-09-13,2015-09-09,5785533904,2870
976.26,Cancelled,822.4,2020-08-10,2023-05-26,9837406441,3679
407.08,Cancelled,253.9,1964-09-06,2010-12-10,2775821882,1408
566.87,Completed,459.29,2012-06-29,2016-02-07,6994106473,2885
243.28,Cancelled,70.61,1962-09-23,1966-01-29,8956885080,2271
257.79,Cancelled,66.06,1976-04-03,2021-01-27,9014879648,4680
313.54,Cancelled,69.83,1967-02-11,2014-12-09,6985765724,103
736.75,Cancelled,180.39,2014-02-24,2019-01-31,1300035802,3680
977.53,Cancelled,202.76,1972-03-21,1991-09-18,4971337504,3651
941.18,Cancelled,112.77,1958-07-16,1972-07-28,4102291504,898
209.25,Cancelled,152.05,2021-03-07,2021-04-25,3577032075,3823
246.97,Cancelled,110.8,1987-10-23,1998-10-03,4928728116,2485
855.98,Cancelled,515.62,2003-10-22,2004-08-09,5826513086,861
199.23,Cancelled,163.01,1971-09-30,2016-08-27,1132527310,4063
266.66,Completed,56.14,1962-09-07,1990-05-22,0327896154,3006
535.71,Completed,500.84,1968-03-14,1977-05-27,7023013772,1934
60.79,Cancelled,59.54,2004-08-22,2014-05-02,7725815688,3318
13.81,Ongoing,6.26,1973-10-15,1976-08-06,4735057406,3773
735.6,Ongoing,114.17,1971-10-10,1984-02-11,5906767162,1599
288.95,Cancelled,125.16,2020-09-03,2021-02-21,5548318925,2857
711.55,Completed,404.96,1956-09-16,1964-03-04,3954513712,2278
291.27,Completed,274.95,2002-11-24,2017-02-02,8988330082,1600
561.29,Ongoing,457.45,1996-11-17,2019-03-01,9980567105,631
143.23,Completed,72.42,1989-10-01,1997-06-14,2194749945,1339
868.78,Ongoing,834.8,1998-10-06,2001-02-14,1326213076,4179
337.7,Cancelled,66.31,1995-07-17,2009-11-26,8438110586,1329
480.65,Ongoing,154.43,2006-05-31,2016-10-21,9969231050,3010
228.28,Ongoing,36.52,2006-05-06,2010-11-28,7847839267,746
29.16,Cancelled,11.62,1960-02-12,1985-03-31,7450976683,1830
319.2,Completed,168.41,1986-01-03,2011-08-25,5958725463,3939
109.45,Cancelled,24.95,2013-06-19,2021-07-03,5277171715,4753
858.33,Cancelled,72.42,1970-08-05,1979-09-18,7235441092,1186
305.5,Completed,123.95,1999-01-17,2001-08-16,7844582222,204
784.91,Ongoing,557.84,2007-12-23,2012-11-24,7147929918,4931
883.39,Cancelled,268.45,1992-11-08,2015-10-30,0082128959,4095
397.94,Cancelled,12.59,2015-08-08,2022-08-22,8923280375,2438
860.1,Ongoing,269.55,2013-03-28,2014-07-14,0664328810,907
465.45,Cancelled,64.18,2011-05-27,2023-04-25,8327275155,365
749.75,Completed,671.39,1954-04-29,2007-07-08,5344323410,27
421.6,Cancelled,41.56,1996-08-19,2004-07-24,2539388061,1597
390.12,Cancelled,24.16,2022-05-30,2022-09-23,3124365648,3995
513.36,Cancelled,503.1,1977-08-14,1982-04-04,1068481234,85
641.33,Ongoing,238.53,1988-07-14,2021-03-27,4997424344,3012
531.34,Cancelled,323.14,1975-08-31,1987-03-23,4089489984,1996
291.88,Ongoing,125.77,1978-04-19,2017-01-11,0815828717,1388
783.89,Ongoing,232.24,1959-10-23,1971-07-24,2375597346,3787
131.29,Ongoing,98.31,2020-02-22,2022-07-10,0517446858,1376
183.14,Cancelled,117.58,1979-04-27,2023-05-18,8119703336,108
862.64,Ongoing,426.64,1992-10-23,2020-01-31,2552913463,1975
916.42,Cancelled,320.73,1983-10-21,2000-02-17,5793859032,4081
930.15,Cancelled,199.24,1965-04-24,2017-12-20,2245426677,4806
949.79,Cancelled,394.32,1951-11-24,1979-11-02,0640276177,4994
873.93,Ongoing,726.84,1987-09-29,2010-09-12,1068481234,1527
695.81,Completed,159.69,1950-09-15,2017-01-28,3788270859,91
751.3,Ongoing,117.41,1997-06-04,1997-10-22,3849823412,4828
404.89,Completed,222.42,1951-09-17,1958-12-09,1565833956,3987
401.23,Completed,29.13,2022-08-10,2023-05-26,7379665259,1531
485.49,Ongoing,218.09,1993-11-01,2011-06-20,7178797448,3566
877.44,Cancelled,529.26,1990-04-19,2021-12-11,0723697062,4886
43.8,Cancelled,0.91,1967-01-23,1998-06-07,8122462671,1202
91.61,Cancelled,63.31,1982-01-30,2004-04-27,2487262450,1390
398.01,Completed,213.96,1957-08-18,2001-08-17,2182177938,525
75.63,Completed,18.55,2005-02-12,2020-06-16,1174269520,354
618.54,Cancelled,80.27,1972-03-16,2017-05-11,3830723502,3797
610.04,Completed,475.5,1963-12-21,2003-11-12,3610726689,3801
249.98,Cancelled,18.82,1981-07-08,2017-07-16,9051287892,4045
329.86,Cancelled,77.04,1975-07-31,2012-09-12,9402843385,2402
0.41,Cancelled,0.29,1962-08-15,1964-07-13,0971807620,553
133.22,Ongoing,57.56,1953-12-02,1954-07-31,9266838630,4913
575.73,Ongoing,148.68,1953-07-15,1959-12-04,8936875434,1908
935.2,Completed,371.87,1960-06-23,1961-09-18,9378910226,3317
112.62,Cancelled,6.25,2016-03-04,2016-03-15,8342597619,4705
471.08,Completed,211.05,2011-04-26,2014-08-25,9142592352,4100
785.08,Cancelled,419.57,1961-02-27,2006-02-07,0501694077,673
13.03,Ongoing,3.14,2017-05-12,2021-12-12,2755699843,3668
137.17,Cancelled,22.73,2003-11-08,2020-06-28,2289268027,92
604.37,Cancelled,199.05,2011-01-28,2018-07-31,5512176604,1639
997.28,Cancelled,477.35,1952-06-02,1967-11-11,1907051715,601
174.12,Cancelled,34.37,1996-09-30,2007-05-06,5994761235,4727
247.2,Cancelled,6.02,1951-04-18,1970-01-04,7606515108,2996
247.15,Cancelled,220.15,1960-11-02,1993-09-02,0955379741,634
406.22,Completed,196.28,2019-08-16,2021-01-16,7445804936,2901
239.67,Cancelled,200.15,1966-02-07,2004-09-24,3084583055,3741
380.04,Completed,46.31,1957-06-03,1962-05-13,5620512791,941
500.28,Completed,67.5,2007-06-04,2007-06-29,9866419538,2156
94.68,Cancelled,93.85,1966-01-22,1988-04-04,7699388255,1053
950.12,Ongoing,695.56,2005-11-03,2005-11-29,8789134587,2969
969.38,Ongoing,695.85,1972-05-31,2012-11-18,4277981930,1106
924.49,Cancelled,255.71,1973-03-24,1982-04-04,6264345793,2933
160.75,Cancelled,135.81,2016-01-24,2021-11-24,1455509935,4333
933.36,Cancelled,922.94,2000-09-28,2008-02-03,5266373132,4301
113.82,Cancelled,73.68,1969-05-11,2012-01-28,6898289422,1017
385.59,Cancelled,108.3,1994-08-15,2006-12-19,3119077053,1141
304.02,Cancelled,121.08,1995-09-12,1996-10-15,6328688161,4273
852.36,Ongoing,767.37,1971-05-17,2003-05-22,3346920029,960
813.11,Cancelled,240.11,2007-03-05,2021-03-23,0071799180,2603
166.76,Completed,132.79,2002-07-28,2005-01-02,3907994373,2226
246.14,Cancelled,127.96,1998-11-14,2017-08-01,2677883952,4962
830.48,Ongoing,240.79,1993-04-19,2005-03-01,3410360759,666
447.75,Completed,348.82,1968-12-18,1979-05-04,6131976901,1290
183.16,Ongoing,175.12,1983-02-14,2009-01-26,3609610945,528
256.09,Completed,70.27,2005-12-23,2017-09-12,7903412844,2699
860.93,Ongoing,837.6,2017-03-27,2017-06-18,2863288256,1947
403.28,Cancelled,28.18,1977-01-27,2000-08-09,6933516678,4604
872.37,Completed,774.66,1975-08-31,1988-09-06,6782892242,310
960.8,Cancelled,669.2,1961-03-04,1975-01-20,4307568916,3492
865.32,Cancelled,150.98,1990-01-13,1997-09-23,1493207334,1393
200.41,Completed,45.58,1980-03-31,2018-10-01,6482618295,4034
296.37,Ongoing,117.18,2011-07-04,2013-07-03,7960489513,1277
508.05,Cancelled,20.56,1964-04-19,2007-01-02,8893979619,951
798.09,Cancelled,28.69,1955-08-12,2003-09-21,5383733985,173
793.4,Cancelled,53.9,2012-01-31,2012-12-06,9349105693,3073
903.21,Ongoing,806.5,2016-02-28,2017-12-28,1106979331,4032
205.69,Cancelled,161.89,1986-08-28,2022-10-18,6513182975,4202
839.78,Completed,563.77,1969-04-25,1996-11-05,1617144924,4972
217.69,Ongoing,137.04,2014-09-05,2022-01-10,6469548543,1488
490.24,Cancelled,469.39,1967-01-08,2002-03-16,8618621944,3478
399.53,Cancelled,385.94,2021-05-06,2023-07-16,3039342976,3540
319.62,Ongoing,1.85,1962-05-18,1976-01-26,5504266444,4018
122.64,Ongoing,60.88,2009-08-25,2020-08-30,7017142165,860
936.58,Completed,216.73,2015-02-05,2019-05-18,7609827944,4242
26.74,Cancelled,24.82,1952-03-12,2013-08-12,0922499016,4046
198.22,Cancelled,156.45,1964-04-16,1978-05-23,7335707862,2780
440.37,Cancelled,168.63,2015-01-16,2020-08-29,1697342093,4072
442.03,Completed,40.73,2008-03-25,2018-02-15,5697560971,1809
698.3,Cancelled,678.45,1975-05-25,1993-12-30,0836229914,3019
82.88,Ongoing,22.6,2015-11-02,2017-09-02,3189667402,3014
130.5,Cancelled,104.51,1964-06-21,2021-07-07,0523440034,3907
64.68,Completed,52.71,2008-03-18,2017-04-01,1997445383,2997
510.35,Completed,248.02,1980-06-15,1984-02-17,1499201432,313
103.48,Cancelled,82.84,1971-05-03,1976-03-18,7992795267,3296
945.19,Cancelled,413.52,1971-07-27,1974-10-24,6840897572,864
585.88,Cancelled,159.28,1964-08-21,1980-04-04,0214920228,1401
814.03,Completed,99.95,1971-09-18,1973-09-01,4894240561,4418
682.69,Cancelled,491.02,1951-06-13,1996-12-06,5225399416,990
582.24,Completed,205.15,2015-08-19,2020-09-08,8276476765,1657
737.17,Cancelled,291.19,1950-11-22,2011-04-19,5987060824,3398
761.34,Cancelled,574.91,2019-11-30,2022-06-22,6768980784,55
206.29,Ongoing,43.68,1973-10-20,1999-06-05,8852598093,1488
984.74,Cancelled,322.67,1956-06-20,1959-09-28,7901669857,2635
75.58,Cancelled,24.24,1974-06-05,2020-10-14,4032902955,2718
140.1,Cancelled,134.62,2015-12-17,2019-11-29,1523133465,245
125.97,Cancelled,29.26,1992-07-25,2010-06-11,3097121593,581
428.51,Completed,178.94,1952-05-08,1984-10-07,8557953854,451
361.55,Completed,294.91,2019-07-16,2023-05-09,0827467535,432
864.02,Completed,329.15,2010-04-19,2021-01-10,1689576976,4142
501.61,Cancelled,500.13,1991-04-28,2003-03-02,7949085415,806
178.95,Cancelled,110.06,1969-09-14,1983-07-02,0516115064,518
555.25,Cancelled,220.13,1980-01-02,1998-11-12,0073815326,500
374.85,Completed,124.53,1989-07-13,2011-08-29,3225258513,4461
766.88,Ongoing,723.0,2000-10-24,2011-07-05,7700306962,570
322.77,Ongoing,141.84,1984-04-25,2016-04-25,0505168141,678
551.86,Ongoing,503.54,1954-09-26,1978-06-30,2420072161,4424
278.41,Completed,191.46,1999-11-29,2005-09-10,7102841279,1714
703.53,Ongoing,323.38,2022-10-20,2023-05-24,4864651918,1895
31.9,Cancelled,25.99,1951-05-06,1987-04-08,2871644612,2241
305.81,Cancelled,194.38,1982-01-14,1998-01-03,0627446057,2413
748.99,Cancelled,376.29,2018-03-07,2018-03-11,8554302561,3544
911.6,Ongoing,63.34,1986-01-02,2021-08-19,4139633717,2581
936.21,Cancelled,466.38,1952-03-02,2017-11-30,3372021100,4380
329.65,Cancelled,104.91,1956-01-02,1976-06-15,3177672294,3606
47.26,Cancelled,44.69,1990-08-17,1991-06-20,4900451492,1169
715.22,Ongoing,564.38,1993-03-14,2005-11-22,2363324041,244
934.14,Completed,388.25,2014-04-14,2020-04-18,3568803316,617
586.03,Cancelled,33.65,2010-09-24,2015-01-03,2472682890,4763
894.78,Cancelled,186.91,1953-02-09,1984-06-09,1945984432,4787
879.34,Completed,585.01,1988-10-10,2001-06-14,4978695711,99
594.81,Cancelled,227.68,1977-11-28,2020-05-03,0883925933,4760
50.07,Cancelled,5.69,1952-05-02,1961-10-17,0113090027,971
658.36,Cancelled,89.58,1991-03-17,1998-09-10,8948851855,4404
650.31,Cancelled,539.89,1964-10-06,1973-12-07,2875003950,329
869.47,Cancelled,724.97,1977-07-31,1990-01-06,4856055740,1930
769.87,Cancelled,37.03,2016-10-24,2022-05-26,1408133494,359
968.34,Completed,911.98,1998-05-24,2013-05-20,8414151255,2506
704.89,Cancelled,480.85,2008-09-02,2017-05-27,6782345265,3882
896.51,Cancelled,547.05,2019-07-10,2023-06-25,4608006372,1178
999.54,Completed,432.17,1960-09-24,2021-02-24,5699085069,1952
583.02,Cancelled,558.46,1955-06-03,1957-03-17,4537902768,620
423.65,Completed,255.06,1996-02-12,2000-01-20,2273933221,129
157.22,Cancelled,49.77,1983-12-25,2017-12-18,3671892309,433
741.8,Ongoing,515.02,1980-12-27,1987-07-11,9121094733,1639
324.82,Cancelled,132.97,1986-04-10,1998-01-08,8106995108,1043
515.63,Ongoing,496.36,2004-11-01,2007-04-23,3412939168,4858
753.34,Cancelled,518.9,2020-07-17,2022-04-08,9669602941,1893
975.55,Cancelled,148.83,1988-04-02,2019-07-25,7704529505,2211
257.2,Cancelled,82.56,1983-04-09,2020-11-22,0518885814,3887
222.51,Cancelled,99.59,1961-09-19,2018-02-05,0300077265,2124
666.94,Cancelled,222.71,1965-10-11,2007-05-22,8157040208,1550
190.43,Completed,159.73,2023-05-15,2023-06-26,4538886481,1900
880.78,Cancelled,656.34,1970-09-02,2015-01-01,8062997134,4601
430.16,Ongoing,424.23,1957-01-03,1967-01-02,4349895022,780
159.28,Cancelled,83.99,1961-08-27,2010-08-16,4044500933,753
292.69,Completed,10.84,1990-09-18,2008-08-30,8772514335,1948
728.54,Cancelled,347.94,1995-03-02,2001-10-31,3730739465,4200
605.99,Cancelled,91.2,1950-05-21,2014-06-29,3856739386,31
992.24,Completed,197.68,1959-10-17,2014-07-16,6469548543,2524
337.14,Cancelled,47.27,2018-12-31,2022-04-30,5373682911,966
132.47,Cancelled,67.8,1995-07-22,2004-11-11,4096861819,1132
409.63,Ongoing,408.63,2002-05-27,2004-03-26,9255512894,4997
149.07,Completed,117.67,1956-07-16,1973-12-07,4654673804,2753
416.18,Cancelled,148.76,2021-07-21,2023-04-13,9156685428,4335
802.32,Cancelled,65.06,2015-08-04,2017-09-24,4160349328,150
286.12,Cancelled,109.35,1990-05-14,1993-07-08,9409417626,2432
440.63,Completed,393.95,1957-12-11,2003-08-07,1272277400,2186
727.81,Ongoing,161.92,2022-02-23,2023-01-05,1905530857,3064
169.2,Completed,121.0,2006-10-22,2014-02-05,5502782831,261
862.5,Completed,158.92,1976-01-09,1993-12-15,6260828997,2548
270.82,Ongoing,32.76,1999-12-06,2001-02-08,4823633392,4338
235.16,Completed,161.25,2011-04-26,2020-03-29,0427861244,2015
646.94,Cancelled,21.29,1957-03-05,1960-04-14,6517009024,3952
852.23,Completed,233.95,2022-09-17,2023-05-23,8266342414,2713
55.12,Ongoing,32.23,2018-04-14,2022-05-06,0423438211,137
421.29,Completed,96.04,1973-11-28,1989-08-31,2299615868,143
611.01,Cancelled,303.78,1995-09-30,2022-02-01,1194461328,2503
872.45,Cancelled,604.53,1996-01-17,2011-06-19,5401217042,3097
515.01,Cancelled,216.62,2010-07-20,2019-09-14,6236702526,3219
219.44,Ongoing,131.79,1992-03-14,2004-10-11,6948753139,734
676.96,Ongoing,292.56,1969-09-13,1975-10-12,4403749331,3748
331.43,Ongoing,194.65,1975-06-27,1977-12-11,4711629136,1634
908.09,Cancelled,192.12,2014-05-28,2017-11-29,6528647095,3009
730.13,Ongoing,680.82,1954-02-01,2003-07-08,8387296900,3940
942.65,Cancelled,106.39,2004-03-19,2018-07-24,0409297951,1950
512.46,Cancelled,72.96,2004-01-23,2015-07-29,7256799535,2553
284.94,Completed,115.17,1980-03-16,1983-11-29,1316008518,1253
896.79,Cancelled,305.11,1952-08-27,1978-06-19,9652196117,391
112.37,Completed,12.04,1973-06-17,2003-02-27,7454626597,2337
150.51,Completed,147.75,1995-08-31,2011-11-02,8060681030,3869
724.29,Completed,25.62,2015-10-03,2017-05-29,5116420288,1087
661.32,Completed,71.58,1982-11-27,1983-10-01,8618917018,2672
566.73,Cancelled,149.01,1998-09-27,2006-12-25,1594259217,511
299.49,Cancelled,81.69,1952-01-20,2019-08-07,6859775087,4082
152.17,Cancelled,36.49,2019-02-05,2021-09-18,0686378071,4985
396.35,Cancelled,375.7,1965-10-28,2010-10-13,0743509873,252
697.76,Completed,187.0,2000-09-26,2020-04-29,8106995108,1851
351.84,Cancelled,240.3,1955-05-23,1955-12-14,3072334940,4176
40.8,Ongoing,18.54,1967-10-03,1983-11-27,8410526491,1929
339.42,Cancelled,335.96,2022-10-24,2023-02-27,8745129938,4801
301.72,Completed,289.68,1964-06-13,2012-06-26,3272391193,450
176.72,Cancelled,77.47,1978-06-29,2022-01-13,2781619086,3684
655.96,Cancelled,93.08,1986-03-31,1993-12-26,5199041901,2816
247.9,Completed,242.61,1978-09-21,2016-04-04,9317632137,2567
915.49,Ongoing,296.85,1958-10-06,2011-02-17,4202449313,674
592.78,Completed,171.01,1962-02-01,2009-01-09,6773269366,3486
859.58,Cancelled,487.37,1968-01-22,1971-02-18,4909178391,1787
373.87,Cancelled,145.81,1996-07-21,2016-01-18,2429702790,2416
555.62,Cancelled,165.69,1998-11-02,2009-11-29,2500828092,3844
539.21,Cancelled,405.37,1990-12-11,1991-07-01,7198466374,4850
545.39,Cancelled,258.64,2000-04-08,2012-06-27,1314094366,4280
508.77,Cancelled,151.89,1974-05-19,1991-08-01,7949085415,1543
753.76,Completed,423.08,1970-08-24,1970-10-25,0098203447,1277
577.22,Completed,231.73,1985-04-24,2007-01-01,2790237262,4442
714.1,Completed,96.83,1984-01-31,1993-01-13,2803270098,3298
540.69,Cancelled,399.11,2003-03-26,2006-12-15,2559708933,2364
146.16,Cancelled,34.14,1980-12-29,1991-03-06,3483191861,2718
398.41,Cancelled,287.98,2012-02-16,2018-05-19,8627673351,4000
782.97,Cancelled,105.35,1973-03-19,2008-07-06,3525630320,3182
343.02,Cancelled,195.45,1994-01-01,2015-01-21,4938067821,938
176.01,Completed,26.75,2021-09-23,2022-07-06,7052475214,3362
515.94,Cancelled,458.37,1992-12-16,2006-10-06,1458089014,4412
195.85,Ongoing,103.6,2005-02-01,2012-12-27,5067061840,2043
920.79,Ongoing,831.93,2002-06-09,2002-11-23,9278047917,4767
500.04,Completed,199.02,1994-03-27,2015-08-21,7026817179,1035
732.89,Cancelled,621.15,2002-09-07,2007-10-24,5623810797,2773
709.74,Completed,487.32,1964-07-11,1995-09-08,7752525204,1517
416.21,Ongoing,381.02,1998-05-05,2006-02-01,9401070135,579
518.22,Cancelled,275.58,1997-04-05,2016-08-19,0858366677,3565
567.47,Ongoing,266.08,1955-05-13,1976-07-24,0090580899,195
553.23,Completed,149.87,2021-04-12,2021-07-17,4500888023,2632
241.2,Ongoing,7.6,1970-12-25,2017-01-05,1983866502,157
299.77,Cancelled,254.52,1996-09-30,2003-11-18,4840655511,695
214.47,Cancelled,100.07,1958-07-27,1972-10-22,0772315254,4959
684.03,Ongoing,10.96,2004-12-08,2012-09-04,4160349328,1597
94.79,Cancelled,36.24,1997-01-21,2021-02-03,0542163431,4188
449.23,Completed,245.69,1954-08-28,1965-05-16,7901078678,3197
21.22,Ongoing,4.56,1975-10-26,1995-09-17,5284675533,4168
587.56,Cancelled,527.0,1976-03-22,1994-07-13,5313874161,562
728.42,Ongoing,37.73,1978-01-18,1989-03-11,3533273068,2840
89.29,Cancelled,29.61,1966-07-28,2017-09-02,5864922320,1881
251.03,Cancelled,143.03,2015-07-23,2016-12-25,1982150982,3623
699.87,Cancelled,167.82,1966-11-13,2013-08-25,8898309649,71
813.09,Cancelled,630.93,1991-04-14,2023-06-05,7178797448,1371
883.58,Cancelled,833.53,1951-12-02,1971-12-24,6806503768,3090
523.4,Cancelled,310.45,1990-10-02,2002-02-28,4087132432,2366
649.78,Ongoing,483.69,1959-08-21,1983-06-13,8385010338,1346
3.97,Cancelled,3.48,1967-11-16,2002-09-05,0721474059,3515
201.47,Completed,151.62,2011-05-04,2013-12-15,7081829594,4329
211.75,Cancelled,195.62,1988-12-18,1997-04-07,4742896149,1207
917.39,Cancelled,844.74,1984-12-23,2009-04-26,2868082959,3886
398.0,Cancelled,345.86,1994-07-12,2010-04-01,3660623310,3006
159.4,Completed,134.25,2007-03-12,2020-12-21,0760561496,3666
764.84,Completed,184.42,1972-01-23,2013-01-26,5904512717,756
711.09,Cancelled,118.46,1961-08-21,2009-08-10,0442976440,3240
820.76,Cancelled,162.0,1970-12-04,1979-08-25,2230023625,3781
604.62,Cancelled,334.62,2011-07-17,2014-03-16,5679356666,139
620.21,Completed,301.95,1995-08-19,2020-12-28,2210700047,3022
907.05,Ongoing,17.5,1972-05-02,1993-12-31,7722939837,2495
292.91,Ongoing,72.67,1955-11-24,2017-09-15,1352292637,3943
889.21,Cancelled,800.42,2018-09-21,2022-03-28,0287635633,91
539.71,Cancelled,276.7,1959-02-22,1964-03-02,4486783696,2276
797.3,Completed,614.45,1972-03-24,1977-10-20,5484323272,4368
246.78,Completed,77.64,1965-09-03,2001-09-20,3729166170,424
367.75,Ongoing,65.61,1961-08-26,1991-06-26,3644058730,886
819.77,Completed,46.94,2002-08-08,2004-02-15,0563646752,1642
