residence_id,host_id,arrival_time,departure_time,repair_fee_per_rent,base_price,max_capacity,number_of_rooms,area,residence_type,accepted,ownership_document,TITLE
1939,9974093167,12:37:55,20:12:44,587.05,324.6,2,4,506.45,ECOTOURISM,True,"('WRXZvngRKTDuCZ', 355741568861650089624506)",gKtwsMFUPSmBhNj
1940,0809681798,19:47:33,22:29:11,83.57,933.65,4,2,74.65,ECOTOURISM,False,"('BeZNDeLnvw', 226858277252758319076119)",eUgzbeAVBJWpaO
1941,1170985215,11:11:53,15:45:22,108.74,158.39,5,0,250.87,VILLA,True,"('nMEI', 24290976020178530778181)",sOBtnuYqdY
1942,2604609367,07:19:47,23:31:53,653.03,628.39,9,4,536.48,ECOTOURISM,True,"('DZcCGXTBe', 363576546919765265766774)",CWg
1943,2748261003,18:02:12,07:22:42,651.42,87.2,7,0,925.14,HOTEL,False,"('SMbLhadAJXuqm', 644592596330744965076087)",Ytl
1944,7596068581,14:02:52,21:33:41,285.99,964.06,9,2,513.38,HOTEL,False,"('SXHMs', 351645115319687471703814)",tABRaNHYBp
1945,3573378268,07:13:25,10:20:26,890.35,543.59,9,3,960.12,HOTEL,False,"('dB', 1190357804450316410291902)",pJQ
1946,3473689151,08:54:32,18:43:28,529.2,987.81,9,0,380.94,HOTEL,True,"('sboSVZUcb', 774736862889174820392031)",iQTYkLvoIzS
1947,3622134993,02:43:27,20:24:00,529.35,344.79,3,1,402.9,VILLA,False,"('ntBCbpns', 1103025964474049008679864)",WpImJJq
1948,7505340509,19:02:49,12:31:21,507.49,843.31,8,0,754.86,HOTEL,True,"('tjErjOdWh', 1074340974955724257099273)",XrATzqrluMvrhGz
1949,6176121732,14:30:13,09:32:07,144.58,437.68,2,3,832.13,APARTMENT,False,"('UDKtFH', 246769824684580433667810)",MicMH
1950,2859616633,12:42:16,00:48:04,209.03,906.27,6,0,330.4,APARTMENT,False,"('vBWCwNJFAGS', 335237722347047188628670)",xL
1951,9491234420,09:37:10,07:10:03,93.9,680.01,8,4,958.78,HOTEL,False,"('s', 561031397335284764893760)",LijEVAHAE
1952,9841386721,15:50:24,15:52:42,33.91,235.23,4,3,70.74,APARTMENT,True,"('JepHhbQOMC', 927764700666928624533485)",x
1953,3562864786,13:19:52,19:11:49,943.8,226.32,6,1,512.37,APARTMENT,True,"('tLHhJttCem', 283875754556094467222152)",IYJaWTjRm
1954,5207701881,05:06:39,21:35:31,524.17,228.55,5,1,341.46,ECOTOURISM,False,"('yjzoCrQiolT', 684389243422302146916910)",JURNaixvmo
1955,4676510404,21:28:44,23:08:10,111.62,533.13,2,1,290.46,APARTMENT,False,"('YN', 54106321095300314580954)",igslGJvCXush
1956,7246762286,17:46:31,20:33:16,970.04,160.43,2,4,959.68,VILLA,True,"('wOUUPKx', 729232987126003811478259)",ZXL
1957,5108448377,04:59:38,03:11:02,927.55,382.41,7,3,33.87,VILLA,False,"('riDFxmOoPhidM', 642370488298946514739183)",kAIQXQcFS
1958,8008659711,04:42:56,23:43:12,240.97,77.37,4,4,642.8,APARTMENT,False,"('GAjfuP', 823831898658715513287918)",mmUYyXZiJRILWmR
1959,9163519186,21:00:24,21:14:19,266.37,749.36,9,0,370.34,HOTEL,False,"('vKa', 418778771155287897031166)",mwvWGbQrldov
1960,8103609612,08:20:36,13:04:38,433.51,31.34,10,1,45.54,VILLA,False,"('g', 293669728514177305623860)",Aqtf
1961,3082567268,08:01:21,00:02:09,388.41,274.16,3,2,696.86,APARTMENT,True,"('BGoyL', 796338104711147100870688)",AQ
1962,4538867884,11:10:05,12:34:15,176.8,401.37,8,3,873.4,VILLA,True,"('Wv', 615131453996759598072454)",arwMPNX
1963,5213148355,17:14:35,19:44:40,713.68,76.4,2,0,720.36,ECOTOURISM,True,"('LL', 764659747348622305939971)",AGjfLIbLu
1964,3443528990,12:02:06,22:06:11,711.9,456.42,1,0,318.56,ECOTOURISM,False,"('wwNgbE', 546898200799890844693425)",sptpXUtFuHP
1965,4709785849,06:27:25,11:26:02,57.27,941.42,2,2,938.21,ECOTOURISM,False,"('ZnoMk', 933368023246538912560261)",ItuMRolURp
1966,6823436441,13:31:49,06:47:09,543.45,522.36,4,0,492.69,APARTMENT,False,"('PmS', 951983857871550360029739)",vkpR
1967,3237423965,02:56:34,17:29:00,734.04,828.7,8,2,790.7,VILLA,False,"('timeu', 66145840360681526556583)",dOyKSTQ
1968,1320476729,09:35:18,13:26:53,879.14,374.78,8,4,287.64,APARTMENT,False,"('kn', 1133880274839868781108804)",oTpIko
1969,1492160789,16:30:45,06:34:33,753.94,311.12,7,0,729.62,HOTEL,False,"('aedBAtTcot', 97281525848057598958359)",XAifDWd
1970,6154586506,09:36:04,15:20:05,919.36,731.56,3,1,234.1,ECOTOURISM,False,"('tghebMgy', 614080322356000789208625)",N
1971,0834588878,09:13:18,07:58:53,32.57,866.66,3,2,465.23,ECOTOURISM,False,"('R', 14111993325621256381157)",nPhSqXQMiy
1972,0095451195,12:05:45,10:24:57,971.41,983.27,7,4,263.97,APARTMENT,True,"('gurVOKpTtS', 935321174686141504894328)",qNbOjDBgIFrVzau
1973,1770924201,10:11:29,05:49:12,935.28,581.92,4,2,501.05,HOTEL,True,"('GqHAHCxxCDX', 807487144925699447362533)",QMJDJ
1974,8119275163,10:57:48,03:38:32,337.27,559.82,3,3,961.42,APARTMENT,False,"('Dsf', 166668530738826240107381)",fUmmZjltUjyave
1975,4823519920,05:00:42,07:59:49,900.8,223.04,4,2,663.96,VILLA,True,"('uujoNEzxNPDokZ', 727689216666195614055763)",Iui
1976,0906306902,22:59:12,11:36:42,772.45,932.09,5,2,393.57,ECOTOURISM,True,"('kqjfHW', 734026005956526797592868)",J
1977,2568792879,16:29:55,10:37:57,519.68,7.35,1,2,690.51,ECOTOURISM,True,"('KnWVsLIranorX', 114476432209656999699916)",DpUqmJh
1978,0573570726,06:23:20,07:09:27,933.02,261.49,7,1,509.94,APARTMENT,False,"('RQBPKrYjkWuW', 13017655707279984368807)",kyRFeiGlNEyilvZ
1979,8121242200,10:14:05,22:14:17,905.35,83.77,8,4,751.04,VILLA,True,"('BvFXNOquGCa', 1207572821473808094917170)",zGcRqrTcdxmF
1980,3786292193,02:47:38,17:25:23,686.6,455.73,7,4,357.05,VILLA,True,"('lPzsnSJ', 1016252603847044321203985)",gwPCO
1981,4892418533,23:58:38,08:16:18,541.27,968.54,5,4,401.41,ECOTOURISM,False,"('SYHcITU', 86376221315360810676130)",FqQIwC
1982,1721440854,04:47:06,15:02:11,628.67,260.44,3,3,639.97,HOTEL,True,"('gD', 294921245319052288866585)",YFRwejOF
1983,4284489638,04:14:46,13:27:11,528.23,44.77,9,1,643.17,VILLA,False,"('QmdNDzrQYlG', 1044959472404418036411475)",MnOvccuBFUPY
1984,4955645825,17:11:18,05:57:44,545.54,37.08,9,3,829.55,VILLA,False,"('YdRaBWjjnDQyi', 1010927893757086172908186)",RvdqgqMJkVpU
1985,7979884044,21:29:31,16:10:07,632.36,688.2,5,3,182.02,VILLA,True,"('RPCdQFyLiM', 396307897548963249629343)",kbfVHkoWEB
1986,2033273566,13:53:42,20:17:14,310.16,933.05,8,0,712.61,HOTEL,False,"('NZdVImx', 61340567470318967231551)",awuOHa
1987,1732841623,04:39:14,00:24:26,985.08,848.78,6,3,644.02,APARTMENT,True,"('ownqnPOPvMuWPbY', 483057560774023192432907)",PZc
1988,6106271052,16:28:56,14:57:00,579.65,622.62,2,4,43.51,APARTMENT,False,"('jMandzUWqwgjp', 730143632675614969696765)",eVsHEWkeJyrpE
1989,6841839196,12:12:11,22:14:28,790.96,631.59,3,3,906.36,VILLA,False,"('cCSBAN', 650695378571855561329120)",Df
1990,1099158600,03:57:08,19:43:46,957.83,958.74,10,4,168.72,ECOTOURISM,False,"('aiqaIgD', 278215535400180412720973)",AKg
1991,1611107668,09:38:09,15:42:40,86.39,237.55,4,4,199.64,ECOTOURISM,True,"('h', 684724865772962985764276)",uUbbHsmNqzd
1992,8897594638,02:35:23,17:02:08,763.7,87.18,8,0,144.74,APARTMENT,True,"('xICATLLeuvW', 1155931011442370043614474)",ZljGfKtx
1993,2745452956,02:48:33,04:09:12,146.57,245.7,9,2,783.46,APARTMENT,False,"('CPruFsJXdWzO', 486517029046243144589770)",m
1994,3539687054,16:31:00,09:46:35,545.98,848.17,1,4,64.53,APARTMENT,True,"('eszdJVxiztskJW', 212983512388518683194025)",bEgrhmrXkXQ
1995,2048143976,10:45:07,18:34:01,506.71,265.95,2,3,352.75,VILLA,False,"('bna', 1187364959829529771526417)",tWrTsAacdjQl
1996,2947610749,12:45:04,04:00:52,579.03,305.23,9,0,392.84,VILLA,False,"('taQuKYDXHf', 213899386526663962215321)",gm
1997,8061693163,15:55:35,15:41:00,40.91,304.19,9,3,768.49,APARTMENT,True,"('QD', 323122627609207637769401)",AnklbaEBOUJLqow
1998,0868689765,10:14:28,13:53:37,816.73,553.74,4,1,918.7,ECOTOURISM,False,"('mgjjcP', 933521273830373785114489)",kItdrdoeKEGW
1999,8114759771,20:28:35,07:29:02,252.89,82.41,9,0,806.49,HOTEL,True,"('BsISQzI', 711038489931500701068192)",WHLmmZjUw
2000,5927522129,13:27:48,03:51:43,166.56,914.3,4,0,489.59,HOTEL,True,"('TWreNkZchd', 662623494302995881315849)",jeAXwbgQHFgTWO
2001,2697900151,13:06:19,00:05:31,613.39,774.77,1,1,338.39,HOTEL,True,"('UxZEFnaiR', 1146592936772266531841407)",uPEQTTWWE
2002,9748312772,23:05:47,23:00:46,702.09,928.34,4,1,519.51,VILLA,False,"('smdAJmUXZ', 738398799436968174205330)",rUG
2003,3154304966,15:12:54,15:49:46,227.55,487.7,10,3,219.76,ECOTOURISM,False,"('XCBnLbKDzYSE', 570058707366013644039310)",AEFRyePSjgAjx
2004,8646243030,20:12:01,22:40:12,610.12,404.36,7,3,798.1,VILLA,True,"('PZVRGuxM', 383630974009597040542982)",ojnCnmWC
2005,2870841734,04:43:18,04:06:49,760.28,543.04,5,4,417.53,HOTEL,False,"('uDnFvJ', 58573551104688599241499)",IAlIuZyQei
2006,5223816636,16:19:26,17:42:14,322.34,750.28,8,3,553.51,APARTMENT,True,"('jO', 1152875930825192777124585)",NOhLix
2007,8001557106,02:45:57,17:14:20,88.75,191.02,9,4,814.7,HOTEL,True,"('G', 15793035342399354964217)",yKWPsXOSoECKGYu
2008,2039798230,07:48:19,20:19:03,196.57,208.78,8,2,561.52,APARTMENT,True,"('WrqkqUqSM', 193103577842145343212465)",LevbbNiGjtWKy
2009,9727453643,10:08:28,22:47:14,487.31,5.27,9,1,289.13,VILLA,True,"('LdVotBkOoiCxTB', 1201275107668776854901433)",oHnmKpXuX
2010,1051358628,17:48:56,15:49:26,613.73,560.24,10,4,515.31,HOTEL,False,"('dfvlCYVIVVYbAOF', 528907707670769911059349)",FEjVvWq
2011,7247273507,17:49:19,03:51:08,150.45,312.41,9,2,101.39,HOTEL,True,"('iRpiqsi', 1144772864235302521949468)",rQjjRkV
2012,2461866007,11:42:13,19:59:04,996.78,628.19,3,4,603.78,VILLA,False,"('qCtpdyaRcEq', 1112178148373711966841751)",bmKyG
2013,7346087471,04:37:49,05:33:59,540.33,978.17,6,4,113.11,APARTMENT,True,"('yoWOpqpynzL', 246293036376638058658942)",G
2014,0687647400,20:56:47,05:37:21,524.85,896.3,8,3,484.44,HOTEL,True,"('k', 154411019105689073348846)",UXnNiKHJDyCbFb
2015,2606727404,07:14:58,20:30:35,668.06,135.96,7,0,944.87,ECOTOURISM,False,"('kV', 506373777228146670862042)",XTjiJmyRJztN
2016,7432388776,04:56:48,07:02:14,120.26,251.69,3,1,230.72,APARTMENT,False,"('P', 1173607696455357582954818)",IzJBOHSFKtLnTvn
2017,5335612790,05:35:33,16:55:13,926.31,217.79,3,4,543.77,VILLA,False,"('zQuv', 497007662167000032026403)",qIX
2018,8198083715,03:50:34,11:27:03,191.86,639.24,9,3,585.58,ECOTOURISM,False,"('vxBUYleZWTSR', 720996821535758180927441)",HokpvR
2019,2468241841,20:47:27,14:18:56,603.83,69.03,10,2,804.53,ECOTOURISM,False,"('SJsahMstFtZ', 737407498200003856709001)",rBWxldHuWQy
2020,4599405379,14:27:24,01:36:12,692.07,133.37,10,4,509.01,VILLA,True,"('JPJg', 628182210995667721800315)",XlAl
2021,2700563937,19:45:43,22:52:42,529.09,116.68,8,0,354.05,APARTMENT,True,"('IxWKwLwjIMp', 557432871289698450462207)",eOv
2022,9821535984,08:25:06,09:31:47,425.82,941.69,7,2,715.68,ECOTOURISM,False,"('jqONlhxuntnSDp', 785150849086896894394843)",LfHeLL
2023,0931177158,23:06:49,10:24:20,663.88,613.65,6,1,861.7,ECOTOURISM,True,"('YFvOWSWuOFle', 846872654151363908626921)",ESJBcezBfJUz
2024,9709505867,08:20:35,04:35:38,563.45,63.94,2,1,182.45,VILLA,False,"('Q', 457279895192397708710322)",jFXb
2025,8429626950,06:51:54,22:45:49,312.55,412.05,6,1,892.96,APARTMENT,True,"('oaOal', 692787463996247712709826)",yuXt
2026,9741305169,08:55:58,13:15:31,175.96,793.02,9,2,938.37,HOTEL,False,"('piubpuIkb', 218467094369680139789693)",utX
2027,0008166305,01:32:51,20:34:14,595.12,627.58,3,4,556.35,HOTEL,True,"('UnZhlgB', 920402079423444278137261)",GtGzszYxfwVaeup
2028,3956480467,22:06:33,13:08:57,716.24,797.93,9,1,73.96,ECOTOURISM,True,"('xneXkWSeuyNxV', 692508713218725391651653)",pJwVNpRkqwIL
2029,6299919271,13:28:04,16:57:04,363.89,289.96,7,3,558.92,HOTEL,True,"('IhAcIPJlnNj', 49484916415339749577504)",WKxgRUwy
2030,0189006985,06:15:58,01:28:13,653.76,136.63,1,1,387.24,ECOTOURISM,False,"('CM', 867432249167134027971233)",jlyTANxSz
2031,1839773539,18:09:19,23:44:06,260.0,913.89,6,3,901.22,VILLA,True,"('YrrfMMCSJNdUvj', 834538695853609292824989)",DdjbfWnPaJq
2032,9233260070,08:52:07,23:36:59,301.76,76.67,4,3,158.44,APARTMENT,False,"('BpOMidKBh', 1097744352379092728839502)",yxO
2033,0992009266,18:02:04,05:24:30,174.76,656.62,6,2,872.82,VILLA,True,"('ktyJcqENHznAdWP', 890843137582854326256624)",Fyev
2034,2229346801,08:36:18,23:18:41,768.49,501.76,1,3,956.61,APARTMENT,False,"('FEgPltmrBwJtnsY', 36592987808843157859436)",joXCJidH
2035,4495238068,05:30:41,07:54:48,15.51,615.97,6,1,836.66,APARTMENT,False,"('VQjOfTs', 80410099152346928498353)",AzXm
2036,0721730542,11:54:05,18:15:26,340.32,448.98,2,0,881.96,HOTEL,True,"('d', 857875694024545705760459)",Ieqivudg
2037,5532590589,18:15:43,08:09:35,243.49,934.96,3,1,13.82,ECOTOURISM,False,"('PiaYyEIrmhEhyjX', 1150222998340093422680239)",IYSupSBYPKKdng
2038,2687907291,07:32:18,02:49:33,115.14,484.38,7,4,899.85,APARTMENT,False,"('s', 1146786122900625435323264)",Dnlyn
2039,1901073322,14:28:56,15:09:35,18.01,706.91,9,4,734.26,APARTMENT,True,"('MEbUuGOhCL', 725453463422605383828385)",x
2040,6807003666,10:27:06,08:57:36,27.55,605.06,3,0,666.76,APARTMENT,True,"('vbXlmdHI', 748601220350426265127993)",bV
2041,3662390061,09:12:40,23:44:30,484.88,131.81,7,0,912.68,APARTMENT,True,"('SoOyzKPscO', 643977916653081277187153)",Txbg
2042,6464302318,11:31:33,01:08:07,602.07,856.59,8,1,22.65,HOTEL,True,"('fexFIUdCRI', 910426305930666403535536)",iOMlLvhVNbX
2043,1947254726,16:35:20,08:29:19,166.03,613.59,1,4,899.64,ECOTOURISM,True,"('wNxZsW', 1032560855162264017499930)",CRF
2044,8574717981,21:49:54,01:20:05,468.52,635.1,10,4,212.66,APARTMENT,False,"('jsW', 738522368777217402398813)",GBTIfDPNMWI
2045,6380336177,06:42:00,11:32:44,776.69,80.97,9,4,611.05,ECOTOURISM,False,"('LvZvaLviqOGC', 384105796442756216573189)",dNiKyTs
2046,9665724314,23:04:45,18:55:10,386.89,780.78,10,2,901.95,APARTMENT,True,"('ZRl', 401719178782486453258309)",wFPYZyUTyi
2047,8614326680,02:27:13,23:43:04,551.76,515.28,10,0,408.3,VILLA,True,"('OcssKa', 517777281093001132240255)",atGegN
2048,2869997338,12:08:36,07:18:24,234.88,724.35,4,3,576.03,VILLA,True,"('vtbqchvypAGrI', 764151234421695334742299)",meJoQDdWYfL
2049,0513152078,21:06:55,08:00:54,601.93,779.65,1,1,584.35,VILLA,True,"('YHhCgLqDWU', 1172435473089371950546143)",pIDFOWlOhOqRcDc
2050,6919958282,16:04:43,10:32:43,902.88,109.74,6,3,163.93,VILLA,False,"('QbXoD', 893927723980759925419416)",uFYKYAF
2051,6596351142,07:51:41,19:39:19,510.93,376.87,8,1,427.44,APARTMENT,False,"('llkaAiRPW', 1163940237446198286007998)",sLIbtbW
2052,8504963643,17:59:54,00:07:19,31.1,632.64,5,2,807.28,APARTMENT,True,"('W', 1192284939366225161683132)",ttElAMXRzcYZC
2053,4205693297,16:34:38,08:12:56,365.39,4.86,6,4,197.5,HOTEL,False,"('tR', 30036730925834684980442)",jaBHFPW
2054,5735814301,22:05:52,06:41:10,805.01,776.55,5,0,137.01,HOTEL,True,"('xngNchZ', 312793797065539087595315)",trSUxr
2055,9771998823,04:44:36,03:05:01,554.04,385.99,3,3,60.05,APARTMENT,True,"('RTjsSszghlrF', 1009709559590642976286606)",YAepBqa
2056,0650173597,02:27:22,17:22:53,325.06,414.55,3,1,368.1,APARTMENT,False,"('c', 955759953489558468343751)",WOShhOJfcr
2057,0970958247,10:11:28,11:05:30,914.13,416.77,5,2,943.12,APARTMENT,True,"('wtpRp', 212302513393668589352952)",bqdkgpc
2058,5140131024,16:46:23,17:04:43,789.77,626.87,6,0,970.25,HOTEL,False,"('nu', 625690483345995533555130)",EKPJOntoLfw
2059,3362591373,20:37:22,02:24:38,386.64,145.47,5,2,328.25,ECOTOURISM,True,"('JzFwvrhWFrkGuM', 467419884234865834266640)",k
2060,9655680672,07:06:02,17:42:41,982.16,386.01,9,4,410.37,VILLA,True,"('CrNExuETaaEsgx', 576889642847577303104335)",RfMhvll
2061,3980394013,00:05:57,01:57:39,443.14,448.94,10,4,81.33,HOTEL,False,"('mDjyHmsYhneE', 221889054772650617132980)",ZcubEt
2062,0142776926,19:42:42,17:28:31,886.01,517.04,4,0,713.79,ECOTOURISM,True,"('dceGG', 797053843748190956425094)",LAl
2063,6335166626,14:14:41,20:36:54,225.61,110.55,7,3,642.22,ECOTOURISM,True,"('ktUMHFDg', 1176784065898211144826386)",gZDTQTJjy
2064,7063030511,01:00:53,10:30:36,196.56,859.13,1,0,620.73,HOTEL,True,"('EMJbStKcmmKLry', 330934242769266819408260)",qdtsqeDxQrar
2065,8058912923,16:04:09,01:53:49,902.32,701.39,4,2,180.51,APARTMENT,True,"('lcpjlqfuygQl', 131265028754760402888332)",HsYGDkgURx
2066,2472065844,10:34:31,17:46:34,9.87,781.45,9,3,962.46,ECOTOURISM,False,"('Q', 939925951142663785098957)",YhvQzTB
2067,7862780842,14:55:43,13:17:31,258.67,291.89,2,1,664.9,ECOTOURISM,True,"('X', 378630628746249453402434)",XhYgUiMO
2068,6235159751,23:40:26,21:58:33,944.99,848.79,1,3,327.19,HOTEL,False,"('RaAzrzsPtsM', 705560731822106134121889)",vDidqkJbTGltHS
2069,3089148333,16:12:46,16:05:52,876.42,452.2,10,2,524.61,HOTEL,True,"('qIRwLvYQk', 119223872893975177413676)",AAOYvIWe
2070,9956560140,02:33:02,23:17:12,766.37,163.61,9,4,347.53,ECOTOURISM,False,"('KeomVvCXVJCJMwV', 1033828335344335937503474)",vyTz
2071,4742004652,03:01:31,11:37:47,552.68,525.23,2,2,867.41,ECOTOURISM,False,"('SaXVtNWby', 688256436390045482237168)",P
2072,0108413798,19:13:32,02:19:18,524.29,49.69,6,2,480.47,HOTEL,False,"('eEAUzi', 1048473517278979626402903)",IJCHS
2073,1219760256,01:34:10,00:38:48,276.44,520.72,2,0,127.93,VILLA,False,"('sTjltMODQUigUE', 175070481772519949465291)",pTLAwrXNYDX
2074,9860186105,05:46:51,04:13:13,738.7,815.88,6,3,354.99,HOTEL,False,"('pNBrBfpBcLHT', 880770050204878083013537)",GoMX
2075,9546952984,17:19:31,23:55:35,332.94,192.0,9,2,187.34,HOTEL,False,"('PZsDePGpx', 45570483805850364642160)",DXBhpPifSxbS
2076,8500732560,18:22:02,18:08:08,205.14,242.01,9,3,20.86,VILLA,False,"('MabjKQW', 523767546618615817342753)",j
2077,8319052569,02:01:54,09:23:38,928.64,98.69,2,2,280.77,HOTEL,True,"('JNXF', 116969227147855559233432)",ZTqoxbrFYPX
2078,0181328735,05:10:44,16:58:16,855.84,63.35,9,0,368.97,HOTEL,False,"('SkuLWBInV', 956075905657839982989187)",gAKltNc
2079,7859805219,18:19:59,06:07:17,539.15,387.86,9,1,329.32,ECOTOURISM,False,"('MKqxBmp', 162146660172261898813084)",JSByI
2080,6256022906,17:53:47,00:32:55,959.63,555.82,6,0,455.27,APARTMENT,True,"('B', 117698554187054280280128)",Z
2081,8974362074,23:04:52,15:20:20,67.59,730.67,7,4,251.96,HOTEL,False,"('tbDJhPFwBuhRSE', 374056462558349751205818)",biXygifLQtGsQLZ
2082,7091099278,15:20:02,06:01:03,876.51,633.39,4,3,445.05,APARTMENT,True,"('SsxzuxWkQrIc', 158215695545247688569563)",OufvUDqkd
2083,6569883963,22:18:31,18:31:50,327.75,977.32,3,1,33.38,HOTEL,False,"('BYEOqIMjzBctnNk', 789227071031823051747936)",QvtTzDYeDEu
2084,0231673126,08:07:14,12:40:33,299.82,214.57,10,1,995.09,APARTMENT,False,"('eMPw', 873504753470892579445243)",VgpeiPrSNUjHCXz
2085,9412527702,22:06:33,13:46:21,41.52,597.6,6,4,236.62,VILLA,True,"('gkuVhQfnc', 104055583550310599780257)",dHjVOhtOtqdgf
2086,7303091628,08:53:15,19:10:53,381.23,512.03,2,0,509.25,ECOTOURISM,False,"('JseIMtiNHSEO', 469447705045610959691124)",cLzjeAwwHQ
2087,4570204116,22:55:42,17:10:51,568.01,123.64,1,4,873.12,HOTEL,False,"('sknR', 944216909735838887556361)",qhOehxBXwonaEo
2088,4625705355,00:05:06,02:30:12,642.42,651.96,6,1,789.57,HOTEL,True,"('wWKJtAiwuB', 234144117227967151025284)",VSCJ
2089,0070746255,15:26:29,11:12:05,23.45,191.9,9,1,626.98,VILLA,True,"('glx', 503646855256260097744419)",omVVBkMk
2090,2379500656,12:50:29,00:28:45,163.87,521.46,4,1,712.09,APARTMENT,True,"('E', 646487736623533374764861)",JlusRI
2091,3354086486,14:43:40,08:07:12,999.34,677.23,7,3,948.86,ECOTOURISM,True,"('OCnvyP', 176593536206817709777393)",MxTdPPTVgZPzPq
2092,7137437868,05:13:23,12:40:20,933.99,633.82,1,1,518.28,HOTEL,False,"('q', 346053211998484322669291)",jmSPYngPXypHBd
2093,9715722706,20:44:16,15:41:39,949.46,245.24,6,2,150.63,VILLA,True,"('d', 1134481148440216354674361)",Dw
2094,9649077154,06:56:21,01:29:39,326.43,540.73,1,1,475.78,ECOTOURISM,True,"('po', 392681124409179937865559)",zIN
2095,7900979436,23:41:22,18:42:20,434.51,899.05,6,1,289.98,VILLA,True,"('uBrtZDPVhZfx', 485593741363961293264602)",xWKxfQGm
2096,1679790238,16:21:47,10:02:07,993.19,921.54,9,2,638.74,APARTMENT,False,"('zXNPTdwpUi', 483778260431787614404184)",NIJxxTHdCWolD
2097,8938458400,09:44:52,04:48:34,681.17,602.11,7,4,791.0,APARTMENT,True,"('OYErgBp', 922208312895661251259854)",GBFKksOHCWOv
2098,8004051931,04:07:24,04:54:56,483.38,669.62,2,3,106.4,HOTEL,False,"('k', 713887380117599834855630)",XrNROkkcdFr
2099,5216552596,09:32:52,17:35:18,103.03,828.25,6,1,403.43,HOTEL,False,"('QInNAt', 771607454605211005430676)",TGwRISl
2100,9515550378,19:55:12,15:48:49,181.65,370.52,6,4,464.83,VILLA,False,"('nlZHgSsjxagWFlK', 896467415526432026934615)",GlpVpf
2101,6652901181,13:42:01,22:58:02,331.87,316.9,4,0,222.87,ECOTOURISM,True,"('BmFTAsrJ', 623795807715290948940446)",LGfziExfgY
2102,6099133894,14:10:26,02:02:25,384.61,217.27,5,1,242.41,APARTMENT,False,"('PqzDoXoGcBvh', 565602681486627335952071)",AYseTtU
2103,9924910600,07:01:20,11:47:36,732.4,236.66,6,2,57.65,APARTMENT,True,"('nAvaOg', 499011015920879920987486)",VuonmFtLppGZv
2104,8474897851,17:02:00,06:39:31,68.91,841.46,9,4,213.38,ECOTOURISM,False,"('ESu', 814907383535703705450137)",KYGBx
2105,6026112246,00:58:41,18:20:39,526.49,497.33,4,1,668.02,APARTMENT,True,"('JSNYXKL', 790493093668096234086836)",mQWeTnYq
2106,2129268544,22:35:10,22:28:01,20.98,532.58,6,0,584.16,ECOTOURISM,False,"('IVzYMPIvgpyFDH', 180013558241996870660250)",EsEijqs
2107,8718416637,14:02:55,14:13:43,500.45,642.6,1,4,696.51,VILLA,True,"('pv', 238683243895458175087030)",vaE
2108,3343380079,13:34:18,03:22:32,179.87,376.49,9,4,572.49,HOTEL,False,"('ieSlBzLqg', 731312671977215444143051)",a
2109,7448469209,15:19:44,07:03:58,227.23,581.36,1,1,192.27,ECOTOURISM,True,"('Ep', 100216221331238277547473)",YDroabrPWETTt
2110,6304600131,11:11:08,19:22:11,265.08,255.81,1,2,296.49,HOTEL,False,"('AWxHlHzvxCD', 227070241966169554357329)",MfhIZcM
2111,1494290122,22:43:10,20:40:18,895.47,82.88,10,4,364.21,ECOTOURISM,True,"('oxfMlwh', 42417254862215525332008)",XosKbbZ
2112,0419413287,03:43:52,22:44:11,403.71,14.52,4,2,450.52,VILLA,False,"('uFviT', 1132863544235015329193948)",XwATciNUJCnRjkE
2113,0763684169,14:35:52,18:21:12,70.28,87.03,8,3,55.54,HOTEL,False,"('OfRD', 820325226895266899274758)",fNNCUV
2114,5474495317,05:39:05,22:47:07,345.99,352.22,6,2,115.86,HOTEL,False,"('bCRuoutrnpgS', 607504010990945516968821)",Sbrfsn
2115,2012572146,15:19:11,22:38:11,362.78,666.82,1,2,464.02,ECOTOURISM,True,"('NwRzwdAviWlA', 1099888372213747331358027)",U
2116,9528542740,22:10:36,17:34:18,238.76,577.72,6,4,500.93,ECOTOURISM,True,"('UHCSkH', 688308554491857010901745)",ZwyHcBBPQTc
2117,3725912741,09:41:00,19:14:12,440.85,417.34,5,3,362.78,ECOTOURISM,False,"('MXKHx', 786699180757368306548704)",cYfbi
2118,3957539881,06:28:26,19:43:26,962.7,192.83,6,1,299.75,VILLA,True,"('NfiyDGvkeaLssQr', 625833967613010280645715)",FLj
2119,3223678160,14:59:22,22:24:31,994.76,296.81,4,3,277.97,ECOTOURISM,True,"('QiHYLcMxuPL', 863744082659031072287933)",if
2120,0679973176,09:08:27,17:47:24,292.07,861.3,9,0,735.72,VILLA,False,"('slfdFN', 380221922717526265186168)",AN
2121,6237328193,05:53:52,02:51:23,779.26,281.57,4,1,457.34,HOTEL,True,"('VDGxONibkn', 624834699748301729834328)",IUTZfM
2122,2220163322,19:21:54,02:21:02,679.35,488.72,10,0,19.05,VILLA,False,"('snH', 1151360255943248125545048)",oknbgYLqPeuLB
2123,9266313023,17:50:42,04:22:32,164.81,159.79,2,0,356.49,VILLA,False,"('YcCw', 894072250976410845608545)",brOMABhANs
2124,2209358292,11:09:55,20:42:15,606.86,853.1,9,3,811.49,ECOTOURISM,True,"('vgu', 821910914344501234942059)",KssF
