TYPE,penalty,COMMENT,residence_id
rDQgaNAEXz,396.76,hOOOe,2569
rRbpvLGsPydIv,498.5,ekKYvyNPEsBmeZ,2076
xijfnHgr,134.09,WpToqKsVjbXshVr,58
zNrphOrkDycnkWs,883.67,fpI,966
uErbMzYiSHsXkc,204.4,uFnGnuiKbc,1209
dfxyqsQXSEB,178.75,hpULfeDIkXYWFPN,3178
aNEHpOhdEsFXNO,436.6,dqfa,825
ZNughuPVEfZtC,151.66,SiBOQdN,502
MyUPlhcBTyDJyg,873.91,nn,1258
mNRPbiWCjDlEN,396.34,p,2033
dHfVBK,377.94,hFPFl,3346
bxDUHdY,171.4,wDMqdkvB,4682
fG,339.94,JhDVcqxJ,2612
QfLbDlQiq,901.7,F,3358
IwvHKksfgI,265.78,WpkeavgZSDBs,458
HbkfHakyN,237.79,RZQYdVFaDWMj,4042
CeFRdG,170.96,Jm,1986
tYd,823.54,FpAkYeVeyJQXc,4146
yLcfjpD,627.62,WpObNDd,4616
MhJCX,363.93,ZjhNqLKEn,2569
GWCkr,856.66,qHwufBLC,3753
ZQjZD,637.14,XqcMeTL,2383
dEQENFQeCUMhH,908.18,zUWwFo,2460
iPvcphwGYXdkeul,365.65,jldnk,4876
ixPGn,712.54,ZvyZKhnklvRD,272
shKIwh,889.38,vzIOGPUGAMY,2379
Pz,70.46,INUBBcP,3552
Ru,336.84,KyD,3038
YNOsPTwUW,376.08,yTWPWhsKbe,3287
EhDRohbDEN,402.95,MTaICGXe,4440
ZBNlJhdoisH,477.71,XQdUpnTkFXKPj,4580
tH,604.6,WBRJVclhqsVeiI,3926
lWY,963.53,JhOqHZRhsvEGR,4230
JYzrjJIKjK,707.98,puS,2495
D,546.4,mbVHZUWqHG,3383
eoajyPGxHlZL,356.39,BT,2929
VxfauqUE,602.49,yZLLWTvUEYgj,4809
rsNtf,423.55,iGWdJq,2980
RooD,110.84,Wuwph,1228
bJDjSSzLXdn,112.9,Ob,4435
H,401.34,XnrYalcFr,4180
uNvMPEBxGSxYdZs,663.03,gXmceGQ,4378
wIdIvcK,248.61,cBFNZyHfTqgei,200
U,17.25,DclJYsheUaKk,3035
AgEDIpBwL,479.46,FXJfQn,956
VtW,406.51,ICPiZSmGYT,3623
iCulVqkzII,393.27,rFDxuxekxgimEe,3785
qmF,888.95,ezAwzhtarb,4539
RhBc,628.34,Ho,1346
RaDLa,619.08,app,4976
KyvohgdkzIit,527.27,uJR,4671
CrdDPxnOGRfUipE,634.14,skbuLMS,4459
zIzugUCeL,856.11,ZS,1732
WtnPMhtY,32.99,HxV,2689
rHDuU,89.79,QBXAKUT,4509
hlsRdkiB,376.57,rSSeOwdvaB,1890
djuAVi,237.5,FYo,4598
wN,746.95,SvSZ,2496
VCjMoC,894.04,GtwVpbEMA,2935
ccevVykVnhV,14.43,QVgnFxf,288
duT,972.92,bCzqKExUeBNm,1757
h,478.79,ohvHdMfEfayRIeB,1250
zkzVmLzpRL,514.24,iRzsR,2039
gmoYxLZjOdicfy,426.81,CUYf,734
DsEvsbJJQbgvVUY,382.5,Lub,1025
ZJrzoR,891.64,AxrxPjDQRjpa,2335
RmXYS,362.05,dvSSU,1412
jQLXjNeSog,50.94,NpeHfkbpsZ,116
oYSVcV,3.03,gKzGBZuTM,4078
zDpmLtPyjQRm,199.18,fUF,2944
WkgrmSh,482.0,BnHUoMiCYhGyiv,4549
iPLPKIC,247.29,SxfGYDrmLG,1090
TZcQwRCLs,391.24,DKNIZoTdFwpFPdi,1975
UdWwg,84.0,xXaSzhG,2671
iO,397.34,lvJsK,1169
SuxchTEfq,183.16,QAOUAEKWJ,2044
bOGoiDl,886.37,nae,2332
HVGu,742.31,dzQCLggVuytLg,3717
ql,522.69,QhVLhRIQoS,1394
PrKX,516.89,KxcTdMgTsjFjzMG,766
kilphXiHxBIf,807.34,dnPkj,973
qOuHm,570.67,ARaPSM,1791
Ns,850.54,gaGdwhJ,2058
CcxaBxIg,729.26,RkN,2533
tMV,7.81,Cl,1564
xPzOuAZJEIYqZa,87.91,JSKoVrAYix,4803
ELsJHXeS,812.4,Eb,568
FepSuvoFSLOtmx,523.69,VuSQJBOlqbb,4368
TAEjgkBSUj,543.86,DMuecnNZ,4865
jjsHGB,914.84,HUMeiQrSfTIjWNS,4282
RAhIgzk,109.61,gbhTVJdAiuYWpw,1337
KOwZAPYigL,678.15,WEdKaBhlDU,2984
JUZ,863.21,TgKlQGovV,1044
kmjRGzMPmdYqSV,56.02,sBtKfGWD,970
Vmtj,98.17,ovoZiiuxn,2125
hqQiMblB,964.81,yMN,1147
SoMrDIWbk,765.64,qojgKWO,4548
MHJ,561.82,xPjJuhTiWpJyvC,659
v,504.01,cNtPu,2011
XHFBECCPaiV,773.96,Wk,2904
LiPfzkwkLhNKHBq,897.88,iReXA,4963
eKeBaX,557.27,Ao,1015
CM,33.01,buXLba,137
Dph,286.86,p,1493
BGNwX,522.59,VzwtuOHvJEFK,729
WEyKzmmTF,211.18,JLPsNRKgMwPM,3266
cLVNSxpoFYKjPVP,818.38,vCNZDTEreOwVC,3626
JcANlEtzk,51.9,RomMaorgMODud,3134
QfAoB,379.14,B,1649
gPsuRrDL,434.77,cqBUrIzEkLbBAW,2660
sjpdBgmpkSpoKUs,404.11,tA,2540
uBueJCBVz,701.79,bqJ,1037
zbLFQEDh,914.05,gBwSsWfBdjZnMg,246
OVyDet,333.74,RNNDlJccGLmwX,2617
M,839.91,LuBfTuVvXPWA,4923
JNIRvbiWS,826.03,yzxtnoOFkI,4917
sAuoCDM,633.43,FChBwAjDDlcUuPS,3681
qiDUC,733.46,GgXr,19
OEPCrgS,595.83,lVikfM,3027
VNTiL,478.06,VjbrbYZGfY,1039
ExpiIpw,441.03,CH,2130
Ss,460.31,mheohpNwkmaxbNO,4958
OBzkyN,630.35,HxvY,3995
MxRDlBfVKB,915.15,ZEwqphfy,665
QHjQKvbU,941.8,XqzwyvBjpZj,2815
bSZJutoGLqK,663.13,towyFVmRZFgdt,4432
hnVmYAGFLTUO,878.33,JYkXrrBD,2642
ScVLOB,87.48,EdpbgiGewM,3757
WJykhruecnHlk,960.9,qEA,3143
apnqFlAdzVOOV,142.87,P,3388
FBSyirjVv,682.32,MyEhXO,3519
sZVuQiZAO,833.72,xQvzRSjqyNQcXBI,3351
jyZyP,633.21,rdtQ,2719
QEPtPVsGxiiwM,154.06,dUcYM,2799
zmueTyv,463.11,tqqjMxtEzHwjk,1111
bD,37.66,pggoKl,4453
q,359.11,tiqJZ,2878
vipNJkbssu,402.74,jNpbbCKOPQvxIf,2136
MoqSHiFbLEpT,721.56,RYeQ,2718
XVyKiR,514.98,fImVCqP,3481
RSRqpDdNSyK,11.89,EmpXbRpWt,2092
PnZmkoI,789.3,Rq,3165
H,383.77,NrIJIQ,3838
qtW,638.0,gr,4594
rcjbKpRPbbL,138.66,mQJDgYGCMK,2294
MlwxnN,751.53,V,1082
IKqLoPv,387.54,FZ,2850
BvCfFUcVcde,336.15,H,4191
JOF,507.1,T,2081
dg,133.34,NuyAgcGGnPbbGlE,826
N,951.28,YdzkqbELpnJd,2704
FxTksqsmtLCOzQq,48.85,mWHb,2513
wJdSKJwbyw,268.87,bOENIku,4331
vDORsBr,459.91,FErKVpNljgneuDR,3065
HFV,98.61,Aw,3127
jp,380.15,AR,4884
Afschs,317.44,gjojXtSuk,840
PijQvjJGfDwm,768.23,DglOCbdVGjWq,185
DZMH,114.55,VSEdJ,3587
I,457.35,vHTPGYHyG,3465
NPSGIploKf,437.93,EjIiWBi,454
hJ,883.67,LU,952
rQjsj,320.08,FugIBhzMR,2159
PMaerYwI,593.76,ErDv,3586
CAzv,367.44,YgQxqKFHFd,4908
HLnbJHbuXOiT,478.98,wcslqoBZdeGUJ,2786
RNeOB,780.26,ieZO,2339
wCbrZhmdaonjz,293.32,ohxC,1007
lkULmOSRKpDMvU,836.24,Ih,4852
vMRO,595.83,ZYIOVvvfIQILFuI,1463
TAMrrKbfJkConWm,92.74,rbnCI,2882
V,395.82,kHxdHgMA,3599
YwnWNl,44.63,HCmDWMJgeEZO,4394
J,825.09,fIwqdYzN,2572
mdsDoeeQUCr,654.81,eNIiKEWjbk,2959
MCz,348.52,QGQGFkEH,2708
FZsGmpUaLP,683.09,ydbCFzyMFEDoaBY,4566
rHHLzqbmDHLX,660.66,Z,286
BHgIeQ,772.71,qqKjitoZ,3044
hTb,79.55,C,2300
HEXgxiFYz,900.84,PrDuqpuTMGUC,3697
dsHnhdDMUJuG,915.61,BrOjw,564
WiRBc,111.15,Lc,873
tHAB,897.01,UI,2130
IAd,842.67,AKAGsZeKPBOvAox,1073
HjVuwnsUtFn,955.78,uU,2679
BpIm,986.21,fhDMUWmRXkAFaRf,3611
aNA,653.85,fTW,4044
DvrYAgTIvP,783.78,QevXrdxoYEJGOOP,3160
lxlBbeTca,992.88,SqFcckJ,4994
YYb,769.33,EUyqRxG,2525
ZjqidrxDeMnCeQ,281.41,RYqdUbiEivORPXl,2930
Jyd,749.26,vpBQUnuQkl,1813
dgyHJRnlnJwunoQ,613.33,UTdvhfjey,4269
XkuiVe,785.11,tVSXiMasEYIfJC,374
n,493.79,YcGbIelYGWFjUga,1111
vImAkAKISz,117.97,oZS,3487
AESxQOpYep,315.31,AXqFHGFIreaI,3212
b,267.82,SQtFgXcReAwwTHy,4885
FBkFeBHqdpiIyg,936.23,AeNS,2339
qHZsabKeidnSi,69.16,NNxYjn,2283
lXaXmwha,818.19,W,4959
uOeaxZIFF,590.79,zRsweakZ,4214
ZAvTu,158.19,DX,4292
RNPtne,835.69,caGVDSdWIp,2258
HPm,464.28,JpUoqppTTIiYtoI,2958
nXqgFWmgnxg,131.28,awdOKyAHjQkKXCB,1562
LvfTPgUcakLaa,376.68,CSFhkQQftSmJVGA,4807
zMfv,430.03,SJUlVFHhfIxU,3107
iWWUkWQPugKn,971.56,UVaIxF,2251
nvN,192.04,lwZFZBGgVc,840
bLU,661.32,qgatJg,1246
PlAWaLRPaXT,559.97,QMrCuZViMA,2832
MPvvlWOQm,459.02,Uy,2226
MMSrQgNEUG,101.33,UCchqFhJHqGz,2461
iknQBgYkgx,13.52,s,2610
wiauoSHKSKx,351.13,FcMtFFVVzGsI,2748
utCfVeZYLFqPG,578.35,AecSsIeuaMfL,2269
hWMhLHhqEujByLA,497.74,zpqrVwmjgmIfW,4765
KIpQPxWXPjoiipU,509.01,IpJLhuGhyqqyzVP,1156
KwAUCPvgaKtzS,704.33,KsricSNxTQ,915
fhQpkcGvpWE,803.37,WUL,1051
PTBQbQzD,359.13,ETOo,1987
hHnoEOLJV,640.4,JuyzVFtslQ,1164
nqAefFzqykym,860.12,gYIKaCTjagk,3705
lvCqwcNoxqMgto,53.53,ZmROZvFr,3102
BOdJnLQ,218.83,tFptR,4350
jDFLRDMZhn,183.45,LyehQPdjKhXG,578
UeezynA,338.53,QGT,1544
GIE,746.33,ObbvvsNiBtnw,1738
rYdiWAABMl,970.12,qKa,2812
lorObVqpy,543.1,frNLai,1521
TjTgXoSl,692.52,jrp,391
nSZ,202.66,YKNOtnIrSj,2212
tOwqQJUKB,446.83,jihQZUqPUS,4464
EikpB,176.01,KEouLfBsJUXUV,3058
QfMRqLiNpDwJi,658.38,muyNvCmIOtl,1368
dyVOWjaTORpA,80.11,nj,72
sCLEdrHPz,891.89,vEgeTESmJmxkPy,1914
VbBbjmsEDyNbhM,568.22,MlmFOJFkhXaF,4124
XAI,917.22,r,1862
KkPUL,732.31,ohRVOlP,3788
pHvoDJLnlX,501.75,OxbwMmQjGbjCA,2342
iRalDkAuTMeMNg,508.34,opveVtP,4002
gzDfZjTmUK,383.02,EBZRDBtwzlWhr,360
uFydHWyHh,560.43,svUJRYA,4554
xBinPwUO,574.47,cH,2160
YMQASQEWMkPyFTP,102.14,ANSNq,530
JQzcuUxNoGQW,846.71,MsUw,2920
HX,25.58,hq,490
DFAVlzHTc,396.4,eGO,1828
HgRTgyTQu,8.98,lDGWuGFRLloxP,4747
TrXjl,134.02,VcDVdPVbyZmJa,3908
p,389.15,FDauVg,3213
clrFRxtOVU,96.34,IIVSLKsEQ,3793
chefFhPtnybypl,391.08,nLQfTMqOvnSA,1580
rlRbc,196.1,eEwkxjMUbfcjwZS,2868
ihIggRIF,646.69,RdaRLXsctLKAJ,141
TsOtynsA,163.14,mVqtUnRWlcY,1238
hhT,559.29,YWrvcUQpco,3864
MyKTq,295.37,wyOZDFntJPcj,1770
xXfYsuRyrn,100.84,pF,3935
z,551.8,TrBpcpcSuRoXF,1312
QuPimDtGh,882.11,Yn,4913
PH,114.7,zJjviLLhQ,3979
DijWVtxgtzncix,455.81,FU,4432
baWkcff,206.36,PipBMFWgnZae,2490
oLG,553.95,VIP,3429
rtGspcozflLG,451.95,KOWnajZzkqtJpxV,3493
xxAIqhx,749.81,bdTNVrez,2352
kbfWGroDZNJk,700.79,Ril,2586
yypijobN,434.16,l,4676
YjkZwmZBLMJEVhm,527.64,hOlny,4374
GZwXF,0.0,kDTQm,4666
cKMBiHJ,81.58,SdXLiLAPjLqH,1251
pusdLJ,391.85,PqXIM,3084
UTEumkMsHqPzSP,59.81,CYvNSH,2982
jxpNvDG,232.6,QyXBzmc,4947
zDvrXp,608.35,TinRR,1050
KvGzquLPoHCAk,861.24,iFPDb,1641
mLEf,726.09,rdM,2114
atMgF,119.04,iqtQQPxHulaaU,1073
Q,609.31,lLqP,2700
PddyKJG,990.82,Xf,1459
ePUSzjQ,637.61,zY,4588
piTLDbejDOHR,289.32,i,3465
euDxoYTLOaJO,979.23,OXpjAIsbASeGgn,287
z,164.06,pRLsQoQcKJ,1847
JaEB,273.9,s,3515
hrbL,726.78,yKlRWQDj,4727
TRAkmBr,31.28,nWfiKObZvMGzPw,2607
j,526.46,DGJJnPwJsuuoz,4808
UeOOpBqGevvRQGO,783.51,ouLrkPUo,249
FkK,566.57,XkLFCufgBiucQo,2838
mpVBP,163.41,KnrkeFqlniiu,912
RAlIry,791.7,kcAaoe,2817
GDRf,995.5,ZcbJl,4451
ujKOostdYbsWt,20.08,cIzfUYSNzSEA,625
HaXqNfgEIrF,552.79,VQnInfukAVmDEx,3412
yoSU,670.52,PKRJFTrN,4833
w,425.92,KfKCWQABobtDD,2560
pCpoMcGlPeVMuQ,915.03,FvDRnV,1897
jeSRVRxKPzpobQy,304.93,qspBReIpE,4056
zwrUuBDbHQe,890.38,SgQQugRbwFjKP,3553
LRbostGGSXkfkI,610.84,YlDKBzutJnNr,3164
WTYq,685.53,pYltYXtSE,468
eUTuYyx,508.92,rExxClE,2644
zvKKomTDIEEA,68.53,teyvzGifAxz,4388
ydULivzIFwWgU,559.34,baAyTLkJr,1893
fBgwBj,619.21,Si,2212
wtiiCxw,503.56,BSjOmNdRj,1048
RfgBtUDBnR,160.68,NiqIgVAah,3295
z,171.26,qzfWI,128
auUOwBnpIMQaz,338.84,CYZbbPf,4863
FbMFwGpMX,186.64,PVDjbyERhvUBb,341
VpGoqoxOZKJ,954.0,BJn,793
vBqkcENPuX,120.29,lTHNmGnaPMvA,4474
PjlwcBtKRvZMjb,882.08,oanpv,4918
Ww,502.12,MKlJIHpjmYqERp,323
UJhvM,291.28,WAvf,1292
hCtmuo,308.07,urRqhiTfDdfqsfx,1459
FsBAnhAuglcnBxp,874.1,HlgEDe,1227
qv,73.46,SxkF,3349
wFPaiLXbigIxJp,840.27,bTRcfRkw,3153
mkqApQFa,377.03,MsPFiolhBIY,3630
DiOWLGNkyQAP,1.33,fCPZQgVJjCOlh,775
jYgsIOTmHtRuGz,454.94,AWojJQDcQ,2896
wDkSiiypCUL,49.37,hzblgiSlxJARKN,3480
NhBK,853.08,VqBvrFxLN,3719
glcjNgLDKVlhYt,264.53,LFtv,2513
rhTORGRm,549.8,AQhcqbtuWxnlD,2011
Dm,83.66,GrWtjBAPEOGaURU,1052
dCkuixipc,512.55,zQaAAADMlnDh,2611
cZsWabSjbgBdJ,145.7,VHyS,4215
x,217.95,iADW,520
vORT,136.3,OEyhGfylpX,1630
hVghwtDnwih,447.57,mAuY,4490
la,282.36,DTxvxUJuOrI,3453
pRdvFKsvRKnEB,628.38,bzWnAwRYsfjqT,1226
igxvRCC,93.26,dgmZAx,3580
jyoLKEqMfZ,265.9,Q,3165
wPshSEv,138.17,ERvFjVFEeMss,4103
HarGgWncSxPYTbu,431.74,mhDKiN,2361
VjuRyEBmiaU,464.9,eoHKFZbabWnIW,2110
ECjmkBsSkhU,777.06,oB,4494
HNhtE,232.36,NwBDAnhaZ,1423
zSWqJRjieVkwSb,323.47,AYCSAoJvVl,1789
hqFiMfSsNGfM,54.77,sPbinMpJ,143
cAkTkEHOtBLrrS,127.0,PZDZenIS,3864
wwjsIsnkZf,503.54,vXzDl,3080
Ky,88.03,XrbtcE,1437
uFzxyeYjk,192.69,fzUuwKAq,3148
bYqhs,924.34,EPNNzgDR,4736
terZZpVRjvMHl,996.89,XheKi,878
jBZMHzUUQGRoH,639.95,StiCcD,531
XPLxCtPkygsGo,919.49,sxg,3134
h,985.07,nfB,1788
MEUE,783.78,OqHRDgxnbSJRYzN,2473
QXiDDMTuWofBbzB,116.09,EcfRmlCJp,129
ASZy,171.66,eWayvzOcVyS,988
UBlNg,958.62,eCDgRYNwfIZUXuY,2781
ardCnpcgalC,940.66,kKLRZRtkzvKdNIA,3080
UJPmvVxirgr,194.03,IXmdBeT,4028
LiAn,264.14,cvjLIHVyTU,2069
nNRxQAyItdpI,420.21,Zo,1270
LdpFqyLL,580.59,bKF,722
zUxMIrfjoSbP,41.41,C,622
eaamwGAQPMuC,527.83,yPIm,3207
GAygRGAtH,200.13,AuXxgGivrWWZKiW,1589
t,639.73,NXwJPepWZLVbJ,2093
MzIw,88.67,JxTawNvPjH,394
zyOkUJpsryPpN,380.14,CcFOAUvWOiUGZEO,3465
afYAUTTupJ,891.59,Vez,4597
wrnUzDotTIcl,535.08,tQAIhzp,1019
knthVlL,927.11,S,55
mYHXZsOKWlawcb,498.5,iAnlSFt,235
ZLgDuLaXiXkSw,888.44,DuEu,1367
TzoYiop,201.1,cyyJV,1779
soIFueMjTRLqd,473.26,wvQnsFrcJRmaP,4225
ybTWavXqb,875.1,Nvwka,4802
XAlOa,315.83,nZNgjDmGwczE,1282
BggvddEtNOqhxs,74.11,nOQMubNDxaYXgM,4047
vDVCAsqroNUtMWR,154.47,YzZvQ,4300
xwBPvyFl,507.21,caJ,2004
HQH,634.57,L,2814
QgLppblk,620.33,ewlRqs,3263
ISza,321.54,kHvJjHzBDJpjZG,1598
rJjAjvlMInufBD,718.33,bWJRMdE,2887
mSxnOve,734.06,CkolWS,2673
b,597.86,kzBVx,3855
wotqbFqoANw,541.04,N,3230
YbUExGRrMsW,485.93,DtJEEaMRnx,876
kCegKAJUlzTSb,231.7,IRJArUDNx,743
dcBrITGNZGBbm,253.35,CcZuIx,1376
gmgvULYYf,382.06,fZrc,876
CKTUZCU,494.08,gIUNfnsjeQFN,84
JhXFXJaf,349.85,qTCpWYibDX,3363
zJnsFHLhqTSP,720.55,MdXDo,1210
kxXAeIr,882.27,g,1838
MYrhMbXxtI,114.55,GuXqLbYb,4704
e,172.77,AAjMJVnPnDEuPpI,3279
AqtCExZthyWMe,232.94,nciuaCubY,114
UqOqvQwKfWFxdRY,149.39,skLOwWntpy,2904
jjAOKuC,968.76,naLxNAZUbGjkoQ,4563
W,103.61,hXmfSZZKiWrcnc,3728
gprSdyyKIWBkY,91.36,qXQy,961
JF,353.69,rbAOiHnJQ,2185
VtuUslUqKUmB,517.89,EiWsaEi,664
XeWtweR,362.39,YyKaFPw,4297
LHQTPqTN,291.54,FWaJbUQcMedYk,2884
jrEurLgi,684.93,auctDkjZTCt,4135
YaRsgr,511.89,qNSYEhQlxJM,1778
KQ,784.22,ztXuazAGD,2333
qOcWY,102.92,uPxrHQNVjXr,46
DLreoYeQntbsHL,103.25,sDVQbU,2741
vIJohJEfqnqcuK,514.93,TiZjZQExJjzoG,3745
BZvJwN,474.24,PtEcbivTuvGs,4735
HFCZR,53.04,i,4130
G,839.24,qzjdV,3994
Q,766.75,swSGYjW,3979
ChOMPtRETBLZQ,571.34,CWyUOeUDj,3889
OVRLWbpoC,41.79,SBwURiGh,611
YDnr,119.99,vIBngFe,594
idIuluFnSDI,583.97,QZRmMVHf,4580
eDcYsmDS,890.43,nRJyaIrpmlxNkH,3092
EjepLGURypuOn,710.49,Ouv,1574
fbOrG,215.9,CKHbu,4017
qHWyUaawNTq,534.16,PHTCphQDyEl,1083
MCpFTjSEgJOykfF,682.83,XCteiFDvISNaahJ,823
TeuJzDQTiRUBn,591.62,Y,896
AYZmKk,578.01,cRehIY,2299
eOOofFGBfoB,934.79,XjlaDbRXWe,2750
DVnxVsRvmmiFcZj,269.72,TwhrMFLqXis,3371
PcAFnH,70.79,LyzJW,2363
oeHuSrYF,144.34,OTPvzArQnBMWeY,1289
qEW,453.1,CTOSgKAm,735
whnMT,596.6,RAxEesfJYRTZT,1696
UUWzpdLlgrUx,967.15,BTEXPaVqEK,4987
KdGKjdsp,70.71,dwCasqtADA,4450
NM,850.52,OtYes,3665
GOfe,356.98,lLXZFIZE,588
dKKlGDZCcSxo,802.6,ifn,3105
dIDAlwE,562.53,OipZiOQXcG,212
vSz,56.19,gdYaHNoefSEYC,3148
w,372.37,qQK,2154
LKBhLbGlis,401.14,dfKc,2682
cVomEBgjrJFfR,522.61,EUX,2427
aODcxmVHwFhSn,367.67,vwEZRGVGy,4617
XvqrVLIvaKv,59.2,nQBXPKiASGjjGR,1469
pjRjeQN,62.1,DA,3809
LFH,827.95,mMDVoSmERl,873
VEyclYdoWnDEzML,845.7,MGCEOoUdRRX,111
KoramXQS,470.78,thkmpZLMVSulNKr,2006
IYoBVWWhXBQbmw,183.0,UXLlgXdHWlt,2339
cBSrxZmq,884.19,bLxdBNaFBA,3315
VUvZcTMCjvVU,532.06,XBHD,1925
WaoKaNSs,429.75,DzlYVamoGsXzjRZ,639
k,805.2,oruZkumk,2644
RlUyoRniirhqBC,784.11,yo,2679
prJMiWOE,941.71,IaShzSe,3501
KDpfkeHTJ,924.81,nqGcyfhvaUtySPI,4154
pfwELgtSuE,526.54,OsGdieOX,4268
dYZfEEoztmp,528.04,PrgBsUfcHdd,4972
GiIQYHPJ,618.23,eoepg,523
MrGURlWqSsrdy,801.12,aEJBTzVUb,4320
QPdiXJ,139.84,xq,1853
OSUaEqnbaByi,420.09,BMYTLgpcx,4844
PVn,937.89,c,4413
IXZdpD,564.34,RUkU,3474
diEHaFh,241.29,sgFJIgxIF,2228
YkzdlqVzEmBerig,548.87,xLsuDoFExqdF,307
xnV,997.77,YQCfOrMgTTvQfHh,594
CaEAJByV,99.75,tCDgf,1423
ilZTq,658.49,FSTRHUQxTIVdaaa,570
CvPULi,541.22,ftypfGkPAE,3178
H,701.54,IZumMmwtMMYf,1324
m,529.54,HdTfcHJhkjVEFQV,1592
feHEjrcWVyU,472.73,jdYwMdhdyuANDq,1255
aCBPPMLR,584.12,XnmfzqnLf,1740
FkmKsNb,876.97,D,1921
MF,827.28,hCjZkcO,430
xqFgrx,495.02,JKfiZtAEK,1198
lXbMAIGx,112.18,dWNTTsEOOwoWwLg,1952
ymQmGJrd,616.03,bPDXj,3538
nkFZxMwLHEzlUsw,316.13,wJbrSEUB,4628
sNbPf,398.35,My,771
N,38.51,hLOgbavFoL,1042
OIqMy,511.14,WDObAbf,4020
OXdWYSrGbiQmk,935.98,ZhXqXGw,1570
gqVi,205.64,rrMTZZSUaCkDy,1664
zGCqhOJVYzxzmTF,548.46,mo,4638
IYhvtEKig,533.39,KROHb,2259
KVThnVARc,614.57,csOM,1624
O,486.47,sJLcVF,880
zFH,612.4,fuPLb,1543
Zuzn,116.16,dNhwDimvdibi,4562
HfFyYAJOY,923.07,idaFWNBNOWUEaZ,3266
ZfeEeNVfWKFRkl,389.07,pOOEvYcdXoj,1874
uvZTVW,211.6,fPqgGhafYfhHdD,2278
C,603.9,hhmZFhGWhjCDIDA,1691
dLd,761.16,jyJW,244
zosyOZzqySNuvxy,426.16,HoSFoplvInOx,2829
oAykeImRJKYWy,638.0,oAitGRUhhoY,3216
LHmrcUARoY,732.96,GTWjpWFGIe,4912
ejJhfTpMeAeZ,618.88,jtTvkNbCLDoKRUw,4408
SDiuzjG,601.01,UkRp,4243
vMT,863.57,TP,4288
yRXC,779.9,UdTGAwMjkpYMzF,1808
YPspQvtFVnUX,942.75,izybeHt,4634
YkDyxDjlKS,329.54,GEjBPRftsyjaqBc,3138
BMXX,831.49,JGbouamxWI,513
GHgoBpsyOI,306.74,vjvrZPZrvjCwIbl,4008
Mo,255.81,zzLqYeNMZYMKRsq,1214
ItTre,356.66,Z,761
Hn,947.35,t,579
jT,613.08,E,2122
jbaEjXXZwi,130.69,cFFA,2493
F,295.44,nWGSbhcLUdzL,1375
SUua,702.28,UvgjzVQ,4025
bzXTbO,37.5,EN,4643
JkXYXEjqqARsaay,287.47,U,653
gNnEBqpxdVF,695.41,QDz,844
fq,335.16,DuJOawjHRqf,41
MancCvZ,30.08,Sgy,2553
eahzLhHjsC,673.4,DOiStqJdyPf,3764
KCyaowLUWXd,376.44,PIDqbCXLtSxYjFX,3117
wewgFxcF,656.8,DEQQJOHuJZJCCRv,1247
vfzZQytreUuJ,790.67,La,4977
pAmnRpBISqCrm,951.54,PVdGCpqakj,2053
YiJKAycgZ,752.5,EzLwKn,509
atZyzcOekvcM,537.56,CpTfy,2790
zBhUNKq,279.23,ZFw,3978
ncVUfQrwA,497.99,hVbZBf,739
yZXQtLTdYCni,282.0,BH,2308
gcWzNkzOmt,522.73,pyXEVwDUBPi,1912
BTeJt,813.0,lbeuYfLZMI,4404
PCwbUgJwdfrQDm,94.84,ODmxvHc,1758
fiXveyqnlw,838.06,Dfj,1062
eRaSDHyQLS,53.56,ZyVDteSoqmhpgNH,1614
UkptHFginEA,831.03,AYrWgJD,1592
JPDYukVumY,343.56,KoWU,115
UrQChDreLM,88.04,kFEm,1365
lpHeGxP,828.07,tR,1609
mdWC,42.34,tFkuPioO,2764
YSTPgNmNHLATtlu,679.85,fudzhgVxZwmg,1006
SFYVoEm,570.72,TvDkqFEdzmyS,4977
McyWVteHZXOLx,593.99,Bi,4062
yCvnlfuQ,112.88,GNGVaTk,3195
gWvGDkhzIwiGZyz,826.46,sLA,1195
AWUjkObe,94.26,DgE,3748
ZgJaHlaeUhl,68.55,nFy,4875
eWjoX,78.71,K,1266
gaiDwE,434.36,OTUT,3612
NoFFR,101.78,YMwXBiqGGUICDX,281
F,265.82,AZtIhCqNsnbJvF,2282
ODgeTwqFQJ,869.45,jCGHPoeGT,1017
NqqOnfy,603.71,nrIJgMaGmVrka,4806
uLSFhVzuWNru,633.34,mHDsQTKwpbwPqj,773
wCWYZOuKxmADRD,643.66,BIOrJVVEBYpnaDP,3600
EMKtVCnXR,172.83,HOf,1942
ZtfmjkpONrZTe,354.16,CgGoPILjunw,4968
RWQGBSjQzrmPo,724.49,IsMysIf,3415
jggpFsSZYCsd,168.18,IEaKuJdoXpNJDu,137
xbykITy,68.95,uRS,4608
imMbIJjoeJA,15.32,FaEgEHYKGAXL,3615
syyAQxce,726.38,Sbs,4163
y,816.41,LXSOuomsjj,2014
vwrjzoPTGlUj,894.82,E,4059
ki,603.11,HqrFWaCzRiwCo,312
JrLleTw,125.19,sTadzM,4436
VDyieYyfEfZFEHZ,64.71,w,586
RqcX,38.43,DSmutgyEhsHRAlW,4427
mwxO,27.33,kupSF,241
w,809.82,fzxSNHfYFVUQJj,281
UblWRmtuJrezQ,109.27,jlIoInisQHxS,1813
TFOkXraWlHr,858.35,MdpGyluBbu,2337
ZzWVfTiflSotz,919.4,oxwZm,3036
